Time,total_v,max_v,min_v,avg_v,max-min,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,max_temp,min_temp,avg_temp,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,undervoltage,overvoltage,pec,overtemperature,openwire,openwire_temp
20161,42.194546,3.018300,3.009900,3.013896,0.008400,3.012450,3.011850,3.011850,3.014100,3.009900,3.013800,3.015300,3.011550,3.016650,3.013800,3.017850,3.012000,3.015150,3.018300,,,,,,,,,,,,,,,22.274225,20.234339,21.526642,21.511164,20.234339,22.274225,21.617823,22.131586,22.151972,20.780848,21.511164,,,,,,,,,0,0,0,0,0,0
20662,42.194248,3.018300,3.009900,3.013875,0.008400,3.012450,3.011850,3.011850,3.014100,3.009900,3.013800,3.015300,3.011550,3.016650,3.013650,3.017850,3.012000,3.015000,3.018300,,,,,,,,,,,,,,,22.274225,20.234339,21.525372,21.511164,20.234339,22.274225,21.612757,22.131586,22.151972,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
21163,42.194405,3.018150,3.009900,3.013886,0.008250,3.012600,3.011700,3.011850,3.014250,3.009900,3.013800,3.015300,3.011550,3.016650,3.013650,3.017850,3.012000,3.015150,3.018150,,,,,,,,,,,,,,,22.274225,20.239405,21.526638,21.511164,20.239405,22.274225,21.617823,22.131586,22.151972,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
21664,42.194252,3.018150,3.009900,3.013875,0.008250,3.012450,3.011850,3.011850,3.014100,3.009900,3.013800,3.015300,3.011550,3.016650,3.013650,3.017850,3.012000,3.015150,3.018150,,,,,,,,,,,,,,,22.274225,20.239405,21.526001,21.511164,20.239405,22.274225,21.617823,22.131586,22.146875,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
22666,42.194698,3.018300,3.010050,3.013907,0.008250,3.012450,3.011850,3.011850,3.014100,3.010050,3.013800,3.015300,3.011550,3.016650,3.013800,3.017850,3.012000,3.015150,3.018300,,,,,,,,,,,,,,,22.274225,20.234339,21.526638,21.511164,20.234339,22.274225,21.617823,22.131586,22.151972,20.785913,21.506067,,,,,,,,,0,0,0,0,0,0
23167,42.193649,3.018150,3.009900,3.013832,0.008250,3.012450,3.011700,3.011850,3.014100,3.009900,3.013800,3.015150,3.011550,3.016500,3.013650,3.017850,3.011850,3.015150,3.018150,,,,,,,,,,,,,,,22.274225,20.234339,21.524738,21.511164,20.234339,22.274225,21.612757,22.126520,22.151972,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
23668,42.194397,3.018150,3.009900,3.013885,0.008250,3.012450,3.011850,3.011850,3.014100,3.009900,3.013800,3.015300,3.011550,3.016650,3.013800,3.017850,3.012000,3.015150,3.018150,,,,,,,,,,,,,,,22.274225,20.234339,21.524097,21.506067,20.234339,22.274225,21.612757,22.131586,22.146875,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
24670,42.194096,3.018300,3.009900,3.013864,0.008400,3.012450,3.011850,3.011850,3.014100,3.009900,3.013800,3.015150,3.011550,3.016650,3.013650,3.017850,3.011850,3.015150,3.018300,,,,,,,,,,,,,,,22.274225,20.244471,21.526001,21.511164,20.244471,22.274225,21.612757,22.131586,22.146875,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
25171,42.194096,3.018300,3.009900,3.013864,0.008400,3.012450,3.011850,3.011850,3.014100,3.009900,3.013800,3.015300,3.011550,3.016650,3.013650,3.017850,3.011850,3.015000,3.018300,,,,,,,,,,,,,,,22.274225,20.209070,21.521572,21.506067,20.209070,22.274225,21.617823,22.131586,22.146875,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
25672,42.193802,3.018150,3.009900,3.013843,0.008250,3.012450,3.011850,3.011700,3.014100,3.009900,3.013800,3.015150,3.011550,3.016650,3.013650,3.017700,3.012000,3.015150,3.018150,,,,,,,,,,,,,,,22.269129,20.163568,21.513981,21.506067,20.163568,22.269129,21.612757,22.126520,22.146875,20.780848,21.506067,,,,,,,,,0,0,0,0,0,0
