Time,total_v,max_v,min_v,avg_v,max-min,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,max_temp,min_temp,avg_temp,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,undervoltage,overvoltage,pec,overtemperature,openwire,openwire_temp
74884,97.848740,3.495900,3.493200,3.494598,0.002700,3.494400,3.495000,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.264673,19.744318,19.990528,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.951349,20.113031,,,,,,,19.905909,20.264673,19.744318,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
75385,97.848145,3.495900,3.493200,3.494577,0.002700,3.494400,3.495000,3.494700,3.494550,3.494400,3.494700,3.495600,3.493350,3.494250,3.494250,3.495450,3.493200,3.495150,3.495000,3.495000,3.494250,3.495000,3.494700,3.495450,3.494250,3.493500,3.494400,3.494700,3.494700,3.494100,3.494400,3.495900,3.493800,20.264673,19.749353,19.990843,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.951349,20.113031,,,,,,,19.905909,20.264673,19.749353,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
75886,97.848595,3.495900,3.493200,3.494593,0.002700,3.494400,3.495000,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494400,3.494700,3.494700,3.494100,3.494400,3.495900,3.493800,20.264673,19.749353,19.990843,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.951349,20.113031,,,,,,,19.905909,20.264673,19.749353,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
76387,97.848587,3.495900,3.493200,3.494592,0.002700,3.494400,3.495000,3.494550,3.494550,3.494400,3.494700,3.495750,3.493350,3.494400,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494400,3.495000,3.494700,3.495300,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.264673,19.749353,19.990526,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.951349,20.113031,,,,,,,19.905909,20.264673,19.749353,19.971552,19.890741,20.001886,20.006922,20.001886,0,0,0,0,0,0
76888,97.848282,3.495750,3.493200,3.494581,0.002550,3.494400,3.495000,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495750,3.493800,20.264673,19.744318,19.990843,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.951349,20.113031,,,,,,,19.905909,20.264673,19.744318,19.971552,19.890741,20.001886,20.011988,20.006922,0,0,0,0,0,0
77389,97.848442,3.495900,3.493200,3.494587,0.002700,3.494400,3.495000,3.494550,3.494550,3.494400,3.494700,3.495600,3.493350,3.494400,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494400,3.495000,3.494700,3.495300,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.264673,19.749353,19.991158,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.951349,20.113031,,,,,,,19.905909,20.264673,19.749353,19.971552,19.890741,20.006922,20.011988,20.001886,0,0,0,0,0,0
77890,97.848587,3.495750,3.493200,3.494592,0.002550,3.494400,3.495000,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494400,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493500,3.494550,3.494850,3.494700,3.494250,3.494400,3.495750,3.493800,20.264673,19.749353,19.992104,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.956415,20.113031,,,,,,,19.910944,20.264673,19.749353,19.971552,19.890741,20.001886,20.011988,20.006922,0,0,0,0,0,0
78391,97.848289,3.495900,3.493200,3.494582,0.002700,3.494400,3.495000,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494400,3.495000,3.494700,3.495300,3.494250,3.493500,3.494400,3.494700,3.494700,3.494100,3.494400,3.495900,3.493800,20.269739,19.749353,19.992104,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.951349,20.113031,,,,,,,19.905909,20.269739,19.749353,19.971552,19.890741,20.006922,20.011988,20.006922,0,0,0,0,0,0
78892,97.848434,3.495900,3.493200,3.494587,0.002700,3.494550,3.495000,3.494700,3.494550,3.494400,3.494700,3.495600,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.495000,3.495000,3.494250,3.495000,3.494550,3.495300,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.269739,19.749353,19.991159,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.951349,20.113031,,,,,,,19.905909,20.269739,19.749353,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
79393,97.848282,3.495900,3.493200,3.494581,0.002700,3.494400,3.495000,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493500,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.269739,19.749353,19.991791,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.956415,20.113031,,,,,,,19.905909,20.269739,19.749353,19.971552,19.890741,20.001886,20.011988,20.006922,0,0,0,0,0,0
79894,97.848434,3.495750,3.493200,3.494587,0.002550,3.494550,3.495000,3.494700,3.494550,3.494400,3.494700,3.495600,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493650,3.494400,3.494850,3.494700,3.494250,3.494400,3.495750,3.493800,20.269739,19.749353,19.991474,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.951349,20.113031,,,,,,,19.905909,20.269739,19.749353,19.971552,19.890741,20.006922,20.011988,20.001886,0,0,0,0,0,0
80395,97.848137,3.495900,3.493200,3.494576,0.002700,3.494400,3.495000,3.494700,3.494550,3.494400,3.494700,3.495600,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493500,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.264673,19.749353,19.992104,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.956415,20.113031,,,,,,,19.905909,20.264673,19.749353,19.971552,19.890741,20.006922,20.011988,20.006922,0,0,0,0,0,0
80896,97.848289,3.495900,3.493200,3.494582,0.002700,3.494550,3.495000,3.494700,3.494550,3.494400,3.494700,3.495750,3.493200,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493650,3.494400,3.494700,3.494700,3.494100,3.494400,3.495900,3.493800,20.269739,19.749353,19.991791,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.956415,20.113031,,,,,,,19.905909,20.269739,19.749353,19.971552,19.890741,20.001886,20.011988,20.006922,0,0,0,0,0,0
81397,97.848587,3.495900,3.493200,3.494592,0.002700,3.494550,3.495000,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.264673,19.749353,19.992104,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.956415,20.113031,,,,,,,19.905909,20.264673,19.749353,19.971552,19.890741,20.006922,20.011988,20.006922,0,0,0,0,0,0
81898,97.848282,3.495750,3.493200,3.494581,0.002550,3.494550,3.495000,3.494700,3.494550,3.494400,3.494700,3.495600,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495750,3.493800,20.264673,19.744318,19.991474,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.956415,20.113031,,,,,,,19.905909,20.264673,19.744318,19.971552,19.890741,20.001886,20.011988,20.006922,0,0,0,0,0,0
82900,97.848442,3.495750,3.493200,3.494587,0.002550,3.494400,3.495000,3.494700,3.494550,3.494400,3.494700,3.495600,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.495000,3.495000,3.494250,3.495000,3.494700,3.495450,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495750,3.493800,20.264673,19.749353,19.991159,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.956415,20.113031,,,,,,,19.905909,20.264673,19.749353,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
83401,97.848129,3.495750,3.493200,3.494576,0.002550,3.494550,3.495000,3.494700,3.494550,3.494400,3.494700,3.495600,3.493200,3.494250,3.494400,3.495450,3.493200,3.495150,3.495000,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493500,3.494400,3.494700,3.494700,3.494250,3.494400,3.495750,3.493800,20.269739,19.749353,19.992105,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.956415,20.113031,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.001886,20.011988,20.006922,0,0,0,0,0,0
83902,97.848434,3.495900,3.493200,3.494587,0.002700,3.494400,3.495000,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.269739,19.749353,19.992107,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.956415,20.118097,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
84403,97.848137,3.495900,3.493200,3.494576,0.002700,3.494400,3.495000,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494250,3.494250,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493500,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.269739,19.749353,19.992422,19.976618,19.996820,20.032190,20.092829,19.936213,19.961451,19.956415,20.118097,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
84904,97.848892,3.495900,3.493200,3.494603,0.002700,3.494400,3.495000,3.494700,3.494550,3.494400,3.494850,3.495750,3.493350,3.494400,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495450,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.269739,19.749353,19.992420,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.956415,20.113031,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.001886,20.011988,20.006922,0,0,0,0,0,0
85405,97.848587,3.495900,3.493200,3.494592,0.002700,3.494550,3.495000,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.269739,19.749353,19.992105,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.961451,20.113031,,,,,,,19.905909,20.269739,19.749353,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
85906,97.834183,3.495300,3.492750,3.494078,0.002550,3.493950,3.494550,3.494250,3.494100,3.493950,3.494250,3.495150,3.492750,3.493800,3.493800,3.495000,3.492750,3.494550,3.494400,3.494550,3.493800,3.494400,3.494100,3.494850,3.493800,3.493050,3.493950,3.494250,3.494250,3.493650,3.493800,3.495300,3.493200,20.264673,19.749353,19.992418,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.961451,20.113031,,,,,,,19.910944,20.264673,19.749353,19.971552,19.890741,20.006922,20.011988,20.006922,0,0,0,0,0,0
86407,97.833595,3.495300,3.492750,3.494057,0.002550,3.493950,3.494400,3.494100,3.494100,3.493800,3.494250,3.495150,3.492750,3.493800,3.493800,3.494850,3.492750,3.494700,3.494400,3.494400,3.493800,3.494400,3.494100,3.494850,3.493650,3.493050,3.493950,3.494250,3.494250,3.493650,3.493950,3.495300,3.493200,20.264673,19.749353,19.991789,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.961451,20.113031,,,,,,,19.905909,20.264673,19.749353,19.971552,19.890741,20.006922,20.011988,20.001886,0,0,0,0,0,0
86908,97.833290,3.495300,3.492750,3.494046,0.002550,3.493950,3.494400,3.494100,3.493950,3.493800,3.494250,3.495150,3.492750,3.493800,3.493800,3.494850,3.492750,3.494550,3.494400,3.494550,3.493800,3.494550,3.494100,3.494850,3.493650,3.493050,3.493800,3.494250,3.494250,3.493650,3.493800,3.495300,3.493200,20.264673,19.749353,19.992733,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.961451,20.113031,,,,,,,19.910944,20.264673,19.749353,19.971552,19.890741,20.006922,20.017023,20.001886,0,0,0,0,0,0
87409,97.832840,3.495300,3.492600,3.494030,0.002700,3.493950,3.494400,3.494100,3.493950,3.493950,3.494250,3.495150,3.492750,3.493800,3.493800,3.494850,3.492600,3.494550,3.494400,3.494400,3.493800,3.494400,3.494100,3.494700,3.493650,3.493050,3.493800,3.494250,3.494250,3.493650,3.493800,3.495300,3.493200,20.269739,19.749353,19.992737,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.961451,20.118097,,,,,,,19.910944,20.269739,19.749353,19.966516,19.890741,20.001886,20.017023,20.001886,0,0,0,0,0,0
87910,97.832100,3.495300,3.492600,3.494004,0.002700,3.493950,3.494400,3.494100,3.493950,3.493800,3.494250,3.495150,3.492750,3.493650,3.493800,3.494850,3.492600,3.494550,3.494400,3.494400,3.493650,3.494400,3.494100,3.494700,3.493650,3.493050,3.493800,3.494100,3.494100,3.493650,3.493800,3.495300,3.493200,20.269739,19.749353,19.992105,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.961451,20.113031,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
88411,97.831650,3.495300,3.492600,3.493988,0.002700,3.493800,3.494400,3.494100,3.494100,3.493800,3.494100,3.495150,3.492600,3.493650,3.493650,3.494850,3.492600,3.494550,3.494250,3.494400,3.493650,3.494400,3.494100,3.494850,3.493650,3.493050,3.493800,3.494100,3.494100,3.493650,3.493800,3.495300,3.493200,20.269739,19.749353,19.993053,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.966516,20.118097,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
88912,97.831352,3.495150,3.492600,3.493977,0.002550,3.493950,3.494400,3.493950,3.493950,3.493800,3.494100,3.495150,3.492750,3.493650,3.493800,3.494850,3.492600,3.494550,3.494250,3.494400,3.493650,3.494400,3.493950,3.494700,3.493650,3.493050,3.493800,3.494100,3.494100,3.493650,3.493800,3.495150,3.493200,20.264673,19.749353,19.992735,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.966516,20.113031,,,,,,,19.910944,20.264673,19.749353,19.971552,19.890741,20.006922,20.011988,20.001886,0,0,0,0,0,0
89413,97.831802,3.495300,3.492600,3.493993,0.002700,3.493950,3.494400,3.494100,3.493950,3.493800,3.494100,3.495150,3.492750,3.493650,3.493800,3.494850,3.492600,3.494550,3.494250,3.494400,3.493650,3.494400,3.494100,3.494700,3.493650,3.493050,3.493800,3.494100,3.494100,3.493650,3.493800,3.495300,3.493200,20.269739,19.754419,19.993999,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.966516,20.118097,,,,,,,19.905909,20.269739,19.754419,19.971552,19.890741,20.006922,20.017023,20.006922,0,0,0,0,0,0
89914,97.831047,3.495150,3.492600,3.493966,0.002550,3.493800,3.494400,3.493950,3.493950,3.493800,3.494100,3.495150,3.492750,3.493650,3.493650,3.494850,3.492600,3.494550,3.494250,3.494400,3.493650,3.494400,3.494100,3.494700,3.493650,3.492900,3.493800,3.494100,3.494100,3.493650,3.493800,3.495150,3.493200,20.269739,19.749353,19.993052,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.966516,20.113031,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.006922,20.017023,20.001886,0,0,0,0,0,0
90415,97.830750,3.495150,3.492600,3.493955,0.002550,3.493800,3.494400,3.493950,3.493950,3.493800,3.494100,3.495150,3.492600,3.493650,3.493650,3.494850,3.492600,3.494550,3.494250,3.494400,3.493650,3.494400,3.493950,3.494700,3.493650,3.492900,3.493800,3.494100,3.494100,3.493650,3.493800,3.495150,3.493200,20.269739,19.749353,19.992737,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.966516,20.113031,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
90916,97.830444,3.495150,3.492600,3.493944,0.002550,3.493800,3.494400,3.493950,3.493950,3.493800,3.494100,3.495000,3.492750,3.493650,3.493650,3.494850,3.492600,3.494550,3.494250,3.494400,3.493650,3.494400,3.493950,3.494550,3.493500,3.492900,3.493800,3.494100,3.494100,3.493650,3.493800,3.495150,3.493200,20.269739,19.749353,19.993368,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.966516,20.118097,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.006922,20.011988,20.001886,0,0,0,0,0,0
91417,97.829857,3.495150,3.492600,3.493923,0.002550,3.493800,3.494400,3.493950,3.493950,3.493800,3.494100,3.495000,3.492600,3.493650,3.493650,3.494700,3.492600,3.494400,3.494250,3.494400,3.493650,3.494250,3.493950,3.494700,3.493650,3.492900,3.493650,3.494100,3.494100,3.493500,3.493800,3.495150,3.493200,20.264673,19.749353,19.993366,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.966516,20.118097,,,,,,,19.910944,20.264673,19.749353,19.971552,19.890741,20.001886,20.017023,20.006922,0,0,0,0,0,0
91918,97.830299,3.495150,3.492600,3.493939,0.002550,3.493800,3.494400,3.493950,3.493950,3.493650,3.494100,3.495150,3.492600,3.493650,3.493650,3.494700,3.492600,3.494550,3.494250,3.494400,3.493650,3.494400,3.494100,3.494700,3.493500,3.492900,3.493650,3.494100,3.494100,3.493650,3.493800,3.495150,3.493200,20.264673,19.749353,19.992737,19.981653,19.996820,20.032190,20.092829,19.936213,19.956415,19.966516,20.118097,,,,,,,19.910944,20.264673,19.749353,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
92419,97.829842,3.495150,3.492600,3.493923,0.002550,3.493800,3.494400,3.494100,3.493950,3.493800,3.494100,3.495000,3.492600,3.493650,3.493650,3.494700,3.492600,3.494550,3.494250,3.494250,3.493650,3.494400,3.494100,3.494700,3.493500,3.492900,3.493650,3.494100,3.493950,3.493500,3.493800,3.495150,3.493050,20.269739,19.749353,19.993366,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.966516,20.113031,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.006922,20.017023,20.006922,0,0,0,0,0,0
92920,97.829407,3.495150,3.492600,3.493907,0.002550,3.493800,3.494400,3.493950,3.493950,3.493650,3.494100,3.495000,3.492600,3.493650,3.493650,3.494700,3.492600,3.494550,3.494250,3.494250,3.493650,3.494250,3.494100,3.494550,3.493500,3.492900,3.493650,3.494100,3.494100,3.493500,3.493650,3.495150,3.493200,20.269739,19.749353,19.993681,19.976618,19.996820,20.032190,20.097864,19.936213,19.961451,19.966516,20.113031,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.006922,20.017023,20.001886,0,0,0,0,0,0
93421,97.828949,3.495150,3.492600,3.493891,0.002550,3.493800,3.494250,3.493950,3.493800,3.493650,3.494100,3.495000,3.492600,3.493650,3.493650,3.494700,3.492600,3.494400,3.494250,3.494250,3.493500,3.494250,3.494100,3.494700,3.493650,3.492900,3.493650,3.493950,3.493950,3.493500,3.493800,3.495150,3.493200,20.269739,19.749353,19.993683,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.966516,20.118097,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.006922,20.017023,20.001886,0,0,0,0,0,0
93922,97.828804,3.495150,3.492600,3.493886,0.002550,3.493800,3.494250,3.493950,3.493800,3.493650,3.494100,3.495000,3.492600,3.493650,3.493650,3.494700,3.492600,3.494400,3.494250,3.494250,3.493650,3.494250,3.493950,3.494550,3.493500,3.492900,3.493650,3.494100,3.494100,3.493500,3.493800,3.495150,3.493050,20.264673,19.754419,19.993685,19.976618,20.001886,20.032190,20.097864,19.936213,19.956415,19.966516,20.118097,,,,,,,19.910944,20.264673,19.754419,19.971552,19.890741,20.006922,20.011988,20.001886,0,0,0,0,0,0
94423,97.828651,3.495150,3.492450,3.493881,0.002700,3.493800,3.494250,3.493950,3.493950,3.493800,3.494100,3.495000,3.492600,3.493650,3.493650,3.494700,3.492450,3.494400,3.494250,3.494250,3.493650,3.494250,3.494100,3.494550,3.493500,3.492900,3.493650,3.493950,3.493950,3.493500,3.493650,3.495150,3.493050,20.269739,19.749353,19.993366,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.966516,20.113031,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.006922,20.017023,20.001886,0,0,0,0,0,0
94924,97.828804,3.495150,3.492450,3.493886,0.002700,3.493800,3.494400,3.493950,3.493800,3.493650,3.494100,3.495000,3.492600,3.493650,3.493650,3.494700,3.492450,3.494550,3.494250,3.494250,3.493500,3.494250,3.493950,3.494700,3.493500,3.492900,3.493650,3.493950,3.494100,3.493500,3.493800,3.495150,3.493050,20.269739,19.749353,19.993053,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.966516,20.118097,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.001886,20.011988,20.001886,0,0,0,0,0,0
95425,97.828644,3.495150,3.492600,3.493880,0.002550,3.493800,3.494250,3.493950,3.493800,3.493650,3.494100,3.495000,3.492600,3.493650,3.493650,3.494700,3.492600,3.494400,3.494250,3.494250,3.493650,3.494250,3.493950,3.494700,3.493500,3.492900,3.493650,3.493950,3.493950,3.493500,3.493800,3.495150,3.493050,20.269739,19.754419,19.994314,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.971552,20.118097,,,,,,,19.910944,20.269739,19.754419,19.971552,19.890741,20.006922,20.011988,20.006922,0,0,0,0,0,0
95926,97.828506,3.495150,3.492450,3.493875,0.002700,3.493800,3.494400,3.493950,3.493800,3.493650,3.493950,3.495000,3.492600,3.493650,3.493650,3.494700,3.492450,3.494400,3.494100,3.494250,3.493650,3.494250,3.493950,3.494700,3.493650,3.492900,3.493650,3.494100,3.493950,3.493500,3.493650,3.495150,3.493050,20.269739,19.749353,19.993998,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.971552,20.118097,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.006922,20.017023,20.006922,0,0,0,0,0,0
96427,97.828049,3.495150,3.492450,3.493859,0.002700,3.493800,3.494400,3.493950,3.493800,3.493650,3.493950,3.495000,3.492600,3.493500,3.493650,3.494700,3.492450,3.494400,3.494250,3.494250,3.493650,3.494250,3.493950,3.494550,3.493500,3.492900,3.493650,3.493950,3.493950,3.493500,3.493650,3.495150,3.493050,20.269739,19.749353,19.993366,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.971552,20.113031,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.001886,20.017023,20.001886,0,0,0,0,0,0
96928,97.828056,3.495000,3.492450,3.493859,0.002550,3.493800,3.494400,3.493950,3.493950,3.493650,3.494100,3.495000,3.492600,3.493650,3.493650,3.494700,3.492450,3.494400,3.494100,3.494250,3.493500,3.494250,3.493950,3.494550,3.493500,3.492900,3.493650,3.493950,3.493950,3.493500,3.493650,3.495000,3.493050,20.269739,19.749353,19.993366,19.976618,19.996820,20.032190,20.092829,19.936213,19.956415,19.971552,20.113031,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.001886,20.017023,20.006922,0,0,0,0,0,0
97429,97.828056,3.495150,3.492450,3.493859,0.002700,3.493800,3.494250,3.493950,3.493800,3.493650,3.494100,3.495000,3.492600,3.493650,3.493650,3.494700,3.492450,3.494400,3.494250,3.494250,3.493500,3.494250,3.493950,3.494550,3.493500,3.492900,3.493650,3.493950,3.493950,3.493500,3.493650,3.495150,3.493050,20.269739,19.749353,19.993366,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.966516,20.113031,,,,,,,19.910944,20.269739,19.749353,19.971552,19.890741,20.006922,20.017023,20.001886,0,0,0,0,0,0
97930,97.827461,3.495000,3.492450,3.493838,0.002550,3.493650,3.494250,3.493950,3.493800,3.493650,3.494100,3.495000,3.492600,3.493650,3.493500,3.494700,3.492450,3.494400,3.494100,3.494250,3.493500,3.494250,3.493950,3.494550,3.493500,3.492900,3.493650,3.493950,3.493950,3.493500,3.493650,3.495000,3.493050,20.269739,19.754419,19.994001,19.976618,20.001886,20.032190,20.097864,19.936213,19.956415,19.966516,20.118097,,,,,,,19.910944,20.269739,19.754419,19.971552,19.890741,20.001886,20.017023,20.001886,0,0,0,0,0,0
98431,97.827316,3.495000,3.492450,3.493833,0.002550,3.493800,3.494250,3.493950,3.493800,3.493650,3.493950,3.494850,3.492450,3.493500,3.493650,3.494700,3.492450,3.494400,3.494250,3.494250,3.493500,3.494250,3.493950,3.494700,3.493500,3.492750,3.493650,3.493950,3.493950,3.493500,3.493650,3.495000,3.493050,20.269739,19.754419,19.994318,19.976618,20.001886,20.032190,20.092829,19.936213,19.956415,19.971552,20.118097,,,,,,,19.910944,20.269739,19.754419,19.971552,19.895807,20.001886,20.017023,20.001886,0,0,0,0,0,0
98932,97.827301,3.495150,3.492450,3.493832,0.002700,3.493650,3.494250,3.493950,3.493800,3.493650,3.493950,3.494850,3.492450,3.493650,3.493650,3.494700,3.492450,3.494400,3.494100,3.494250,3.493500,3.494250,3.493950,3.494550,3.493500,3.492900,3.493650,3.493950,3.493950,3.493500,3.493650,3.495150,3.493050,20.269739,19.749353,19.994001,19.976618,20.001886,20.032190,20.097864,19.936213,19.956415,19.966516,20.118097,,,,,,,19.916010,20.269739,19.749353,19.971552,19.890741,20.001886,20.017023,20.001886,0,0,0,0,0,0
99433,97.827156,3.495000,3.492450,3.493827,0.002550,3.493650,3.494250,3.493800,3.493800,3.493650,3.493950,3.494850,3.492600,3.493650,3.493650,3.494700,3.492450,3.494400,3.494100,3.494250,3.493500,3.494250,3.493950,3.494550,3.493500,3.492900,3.493650,3.493950,3.493950,3.493500,3.493650,3.495000,3.493050,20.269739,19.749353,19.993999,19.976618,19.996820,20.032190,20.097864,19.936213,19.956415,19.971552,20.118097,,,,,,,19.910944,20.269739,19.749353,19.971552,19.895807,20.001886,20.011988,20.006922,0,0,0,0,0,0
