Time,total_v,max_v,min_v,avg_v,max-min,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,max_temp,min_temp,avg_temp,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,undervoltage,overvoltage,pec,overtemperature,openwire,openwire_temp
21277,97.849945,3.495900,3.493200,3.494641,0.002700,3.494550,3.495150,3.494700,3.494700,3.494550,3.494850,3.495750,3.493350,3.494400,3.494400,3.495450,3.493200,3.495150,3.495000,3.495000,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494400,3.494850,3.494700,3.494250,3.494400,3.495900,3.493800,20.249506,19.739252,19.984215,19.971552,19.986719,20.032190,20.087763,19.936213,19.956415,19.926111,20.107996,,,,,,,19.895807,20.249506,19.739252,19.966516,19.885706,20.001886,20.001886,20.001886,0,0,0,0,0,0
21778,97.850098,3.495900,3.493200,3.494646,0.002700,3.494550,3.495150,3.494700,3.494700,3.494550,3.494850,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.495000,3.495150,3.494400,3.495150,3.494700,3.495450,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493950,20.249506,19.739252,19.984844,19.971552,19.991755,20.032190,20.092829,19.936213,19.956415,19.921045,20.107996,,,,,,,19.895807,20.249506,19.739252,19.971552,19.885706,20.001886,20.001886,20.001886,0,0,0,0,0,0
22279,97.850250,3.495900,3.493350,3.494652,0.002550,3.494550,3.495150,3.494700,3.494550,3.494400,3.494850,3.495750,3.493350,3.494400,3.494400,3.495450,3.493350,3.495300,3.495000,3.495000,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494400,3.494850,3.494700,3.494250,3.494550,3.495900,3.493950,20.249506,19.739252,19.984529,19.971552,19.986719,20.032190,20.092829,19.936213,19.956415,19.921045,20.107996,,,,,,,19.895807,20.249506,19.739252,19.971552,19.885706,20.001886,20.001886,20.001886,0,0,0,0,0,0
22780,97.850708,3.495900,3.493350,3.494668,0.002550,3.494550,3.495150,3.494700,3.494550,3.494550,3.494850,3.495750,3.493350,3.494400,3.494400,3.495600,3.493350,3.495300,3.495000,3.495150,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494550,3.494850,3.494850,3.494250,3.494400,3.495900,3.493800,20.249506,19.739252,19.984528,19.971552,19.991755,20.032190,20.087763,19.936213,19.956415,19.921045,20.107996,,,,,,,19.895807,20.249506,19.739252,19.971552,19.885706,20.001886,20.001886,20.001886,0,0,0,0,0,0
23281,97.849495,3.495900,3.493200,3.494625,0.002700,3.494550,3.495150,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494400,3.494400,3.495450,3.493200,3.495150,3.495000,3.495000,3.494250,3.495000,3.494700,3.495300,3.494250,3.493650,3.494550,3.494850,3.494700,3.494250,3.494400,3.495900,3.493950,20.249506,19.739252,19.984211,19.971552,19.986719,20.032190,20.087763,19.931147,19.956415,19.921045,20.113031,,,,,,,19.895807,20.249506,19.739252,19.966516,19.885706,20.006922,20.001886,20.001886,0,0,0,0,0,0
23782,97.849945,3.495900,3.493200,3.494641,0.002700,3.494550,3.495150,3.494850,3.494700,3.494400,3.494700,3.495750,3.493350,3.494400,3.494400,3.495450,3.493200,3.495300,3.495000,3.495000,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494400,3.494850,3.494700,3.494250,3.494400,3.495900,3.493800,20.249506,19.739252,19.984846,19.971552,19.991755,20.032190,20.092829,19.936213,19.956415,19.926111,20.107996,,,,,,,19.895807,20.249506,19.739252,19.966516,19.885706,20.001886,20.001886,20.001886,0,0,0,0,0,0
24283,97.850105,3.495900,3.493200,3.494647,0.002700,3.494550,3.495150,3.494700,3.494700,3.494550,3.494700,3.495750,3.493350,3.494400,3.494400,3.495600,3.493200,3.495150,3.494850,3.495150,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494550,3.494850,3.494700,3.494250,3.494400,3.495900,3.493800,20.249506,19.739252,19.985161,19.971552,19.991755,20.032190,20.092829,19.936213,19.956415,19.926111,20.107996,,,,,,,19.895807,20.249506,19.739252,19.971552,19.885706,20.001886,20.001886,20.001886,0,0,0,0,0,0
24784,97.849945,3.495900,3.493200,3.494641,0.002700,3.494550,3.495000,3.494700,3.494700,3.494550,3.494850,3.495750,3.493350,3.494400,3.494400,3.495450,3.493200,3.495150,3.495000,3.495150,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493950,20.249506,19.739252,19.985790,19.971552,19.991755,20.032190,20.092829,19.936213,19.956415,19.926111,20.113031,,,,,,,19.895807,20.249506,19.739252,19.971552,19.885706,20.001886,20.006922,20.001886,0,0,0,0,0,0
25285,97.849350,3.495900,3.493200,3.494620,0.002700,3.494550,3.495150,3.494700,3.494550,3.494400,3.494850,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495150,3.494850,3.495000,3.494250,3.495000,3.494700,3.495450,3.494250,3.493650,3.494550,3.494700,3.494850,3.494250,3.494400,3.495900,3.493800,20.254572,19.739252,19.984846,19.971552,19.986719,20.032190,20.087763,19.936213,19.956415,19.926111,20.107996,,,,,,,19.895807,20.254572,19.739252,19.971552,19.885706,20.001886,20.001886,20.001886,0,0,0,0,0,0
25786,97.849648,3.495900,3.493200,3.494630,0.002700,3.494550,3.495150,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494250,3.494400,3.495600,3.493200,3.495150,3.495000,3.495000,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494550,3.494850,3.494700,3.494250,3.494400,3.495900,3.493800,20.249506,19.739252,19.984529,19.971552,19.991755,20.032190,20.087763,19.936213,19.956415,19.926111,20.107996,,,,,,,19.895807,20.249506,19.739252,19.966516,19.885706,20.001886,20.001886,20.001886,0,0,0,0,0,0
26287,97.849937,3.495900,3.493200,3.494641,0.002700,3.494550,3.495150,3.494700,3.494550,3.494550,3.494700,3.495750,3.493350,3.494400,3.494400,3.495600,3.493200,3.495300,3.495000,3.495000,3.494400,3.495000,3.494850,3.495450,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.254572,19.739252,19.985161,19.971552,19.991755,20.032190,20.087763,19.936213,19.956415,19.926111,20.107996,,,,,,,19.895807,20.254572,19.739252,19.971552,19.885706,20.001886,20.001886,20.001886,0,0,0,0,0,0
26788,97.850090,3.495900,3.493200,3.494646,0.002700,3.494550,3.495150,3.494700,3.494700,3.494550,3.494850,3.495750,3.493350,3.494400,3.494400,3.495450,3.493200,3.495300,3.495000,3.495000,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494400,3.494850,3.494700,3.494250,3.494400,3.495900,3.493800,20.254572,19.739252,19.984844,19.971552,19.991755,20.027124,20.087763,19.936213,19.956415,19.926111,20.107996,,,,,,,19.895807,20.254572,19.739252,19.971552,19.885706,20.001886,20.001886,20.001886,0,0,0,0,0,0
27289,97.849945,3.495900,3.493200,3.494641,0.002700,3.494550,3.495150,3.494700,3.494700,3.494550,3.494850,3.495750,3.493350,3.494400,3.494400,3.495450,3.493200,3.495150,3.495000,3.495000,3.494400,3.495000,3.494700,3.495300,3.494250,3.493650,3.494400,3.494850,3.494850,3.494250,3.494400,3.495900,3.493800,20.249506,19.739252,19.985161,19.971552,19.991755,20.032190,20.092829,19.936213,19.956415,19.926111,20.113031,,,,,,,19.895807,20.249506,19.739252,19.966516,19.885706,20.001886,20.001886,20.001886,0,0,0,0,0,0
27790,97.849495,3.495900,3.493350,3.494625,0.002550,3.494550,3.495000,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494400,3.494400,3.495450,3.493350,3.495150,3.494850,3.495150,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494400,3.494700,3.494850,3.494250,3.494400,3.495900,3.493800,20.249506,19.739252,19.985157,19.971552,19.991755,20.032190,20.087763,19.936213,19.956415,19.926111,20.113031,,,,,,,19.895807,20.249506,19.739252,19.971552,19.880640,20.001886,20.006922,20.001886,0,0,0,0,0,0
28291,97.850700,3.495900,3.493200,3.494668,0.002700,3.494550,3.495150,3.494700,3.494700,3.494550,3.494850,3.495750,3.493350,3.494400,3.494400,3.495600,3.493200,3.495300,3.495000,3.495000,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494550,3.494700,3.494850,3.494400,3.494550,3.495900,3.493800,20.254572,19.739252,19.986107,19.971552,19.991755,20.032190,20.092829,19.936213,19.956415,19.926111,20.107996,,,,,,,19.895807,20.254572,19.739252,19.971552,19.885706,20.001886,20.006922,20.006922,0,0,0,0,0,0
28792,97.849648,3.495900,3.493200,3.494630,0.002700,3.494550,3.495150,3.494700,3.494550,3.494400,3.494850,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495300,3.495000,3.495000,3.494400,3.495000,3.494700,3.495450,3.494250,3.493650,3.494400,3.494850,3.494700,3.494250,3.494400,3.495900,3.493800,20.254572,19.739252,19.986109,19.976618,19.991755,20.032190,20.092829,19.936213,19.956415,19.926111,20.113031,,,,,,,19.895807,20.254572,19.739252,19.971552,19.885706,20.001886,20.001886,20.001886,0,0,0,0,0,0
29293,97.849190,3.495900,3.493200,3.494614,0.002700,3.494550,3.495150,3.494700,3.494550,3.494400,3.494700,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495300,3.495000,3.495000,3.494400,3.495000,3.494700,3.495300,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495900,3.493800,20.254572,19.739252,19.985476,19.971552,19.991755,20.032190,20.087763,19.936213,19.956415,19.926111,20.107996,,,,,,,19.895807,20.254572,19.739252,19.971552,19.885706,20.001886,20.006922,20.001886,0,0,0,0,0,0
29794,97.849487,3.495750,3.493200,3.494625,0.002550,3.494550,3.495150,3.494700,3.494550,3.494400,3.494850,3.495750,3.493350,3.494400,3.494400,3.495450,3.493200,3.495300,3.495000,3.495150,3.494400,3.495000,3.494700,3.495300,3.494250,3.493650,3.494400,3.494700,3.494700,3.494250,3.494400,3.495750,3.493800,20.249506,19.739252,19.985476,19.971552,19.991755,20.032190,20.092829,19.936213,19.956415,19.926111,20.107996,,,,,,,19.895807,20.249506,19.739252,19.971552,19.885706,20.001886,20.006922,20.001886,0,0,0,0,0,0
30295,97.849800,3.495900,3.493200,3.494636,0.002700,3.494550,3.495150,3.494700,3.494550,3.494400,3.494850,3.495750,3.493350,3.494400,3.494400,3.495450,3.493200,3.495150,3.495000,3.495000,3.494400,3.495000,3.494700,3.495450,3.494400,3.493650,3.494400,3.494700,3.494700,3.494250,3.494550,3.495900,3.493800,20.254572,19.739252,19.986109,19.976618,19.991755,20.032190,20.092829,19.936213,19.956415,19.926111,20.107996,,,,,,,19.895807,20.254572,19.739252,19.971552,19.885706,20.001886,20.006922,20.001886,0,0,0,0,0,0
30796,97.849648,3.495900,3.493200,3.494630,0.002700,3.494550,3.495150,3.494700,3.494550,3.494400,3.494850,3.495750,3.493350,3.494250,3.494400,3.495450,3.493200,3.495300,3.495000,3.495000,3.494250,3.495000,3.494700,3.495300,3.494400,3.493650,3.494550,3.494700,3.494700,3.494250,3.494550,3.495900,3.493800,20.249506,19.739252,19.985792,19.976618,19.991755,20.032190,20.092829,19.936213,19.956415,19.926111,20.107996,,,,,,,19.895807,20.249506,19.739252,19.971552,19.885706,20.001886,20.006922,20.001886,0,0,0,0,0,0
