charger_voltage,charger_current,total_v,max_v,min_v,avg_v,max_temp,min_temp,avg_temp,max_min_balance
446.299988,3.900000,445.216217,3.979650,3.968700,3.975145,19.809961,16.884729,18.470148,0.010950
,,445.229645,3.979950,3.968850,3.975265,19.809961,16.884729,18.470695,0.011100
446.299988,3.900000,445.238464,3.980250,3.968850,3.975343,19.814997,16.884729,18.471718,0.011400
,,445.232330,3.980400,3.968550,3.975289,19.814997,16.884729,18.472504,0.011850
446.299988,3.900000,445.242279,3.980400,3.968400,3.975378,19.814997,16.884729,18.473133,0.012000
,,445.238159,3.979950,3.968550,3.975341,19.814997,16.889734,18.473291,0.011400
446.299988,3.900000,445.241669,3.979950,3.968850,3.975372,19.814997,16.889734,18.474001,0.011100
,,445.246521,3.979950,3.969000,3.975415,19.820032,16.889734,18.474787,0.010950
446.299988,3.900000,445.261566,3.980550,3.969000,3.975550,19.814997,16.889734,18.474945,0.011550
,,445.267975,3.980250,3.969150,3.975607,19.820032,16.889734,18.476679,0.011100
446.299988,3.900000,445.278015,3.980700,3.969150,3.975697,19.820032,16.889734,18.477468,0.011550
,,445.282410,3.980700,3.969150,3.975736,19.820032,16.889734,18.477858,0.011550
446.399994,3.900000,445.277954,3.980700,3.968850,3.975696,19.820032,16.889734,18.478098,0.011850
,,445.284454,3.980850,3.968700,3.975754,19.820032,16.894770,18.479040,0.012150
446.299988,3.900000,445.284302,3.981000,3.968700,3.975753,19.820032,16.894770,18.479513,0.012300
,,445.287048,3.980550,3.969000,3.975777,19.825098,16.894770,18.480379,0.011550
446.399994,3.900000,445.287750,3.980550,3.969300,3.975784,19.825098,16.894770,18.481161,0.011250
,,445.291199,3.980250,3.969150,3.975814,19.820032,16.894770,18.481712,0.011100
446.399994,3.900000,445.294464,3.980550,3.969300,3.975843,19.825098,16.894770,18.482342,0.011250
,,445.310394,3.980700,3.969600,3.975986,19.825098,16.894770,18.482418,0.011100
446.399994,3.900000,445.320679,3.981150,3.969600,3.976078,19.825098,16.894770,18.483051,0.011550
,,445.320068,3.981000,3.969450,3.976072,19.825098,16.894770,18.483601,0.011550
446.399994,3.900000,445.321167,3.981150,3.969150,3.976082,19.825098,16.894770,18.484385,0.012000
,,445.324585,3.981300,3.969000,3.976112,19.830133,16.894770,18.484858,0.012300
446.399994,3.900000,445.324310,3.981300,3.969000,3.976110,19.830133,16.899805,18.485802,0.012300
,,445.323975,3.980850,3.969300,3.976107,19.830133,16.894770,18.485407,0.011550
446.399994,3.900000,445.330475,3.980700,3.969600,3.976165,19.830133,16.899805,18.487061,0.011100
446.399994,3.900000,445.332306,3.980700,3.969750,3.976181,19.830133,16.899805,18.487766,0.010950
,,445.346313,3.980850,3.969750,3.976306,19.835199,16.899805,18.489265,0.011100
446.399994,3.900000,445.349335,3.980850,3.969900,3.976333,19.835199,16.899805,18.489422,0.010950
,,445.358398,3.981150,3.969900,3.976414,19.830133,16.899805,18.489975,0.011250
446.399994,3.900000,445.371094,3.981600,3.970050,3.976528,19.835199,16.899805,18.4,0.011550
,,445.374878,3.981600,3.969900,3.976561,19.835199,16.899805,18.491312,0.011700
446.399994,3.900000,445.373016,3.981600,3.9696,3.976545,19.835199,16.904840,18.491781,0.012000
446.399994,3.900000,445.377411,3.981750,3.969750,3.976584,19.835199,16.904840,18.492256,0.012000
,,445.380066,3.981750,3.969600,3.976608,19.835199,16.904840,18.492964,0.012150
446.500000,3.900000,445.379547,3.981450,3.969600,3.976603,19.840235,16.904840,18.493509,0.011850
,,445.383057,3.981300,3.969750,3.976635,19.840235,16.904840,18.493906,0.011550
446.399994,3.900000,445.386688,3.981300,3.970200,3.976667,19.835199,16.904840,18.494377,0.011100
,,445.391602,3.981450,3.970200,3.976711,19.840235,16.909845,18.495401,0.011250
446.500000,3.900000,445.398132,3.981600,3.970200,3.976769,19.840235,16.904840,18.495951,0.011400
,,445.412628,3.981900,3.970350,3.976898,19.840235,16.904840,18.496107,0.011550
446.500000,3.900000,445.415405,3.981900,3.970350,3.976923,19.840235,16.909845,18.497053,0.011550
,,445.417603,3.981900,3.970050,3.976943,19.840235,16.909845,18.498075,0.011850
446.500000,3.900000,445.420135,3.982200,3.969900,3.976965,19.840235,16.909845,18.498472,0.012300
,,445.418671,3.982200,3.969750,3.976952,19.845301,16.909845,18.498550,0.012450
446.500000,3.900000,445.419830,3.981750,3.970050,3.976963,19.845301,16.904840,18.499575,0.011700
446.500000,3.900000,445.431946,3.981750,3.970500,3.977071,19.845301,16.909845,18.501303,0.011250
,,445.437195,3.981900,3.970650,3.977118,19.845301,16.909845,18.501619,0.011250
446.500000,3.900000,445.446198,3.982050,3.970650,3.977198,19.845301,16.914881,18.502247,0.011400
,,445.451050,3.982350,3.970500,3.977242,19.845301,16.909845,18.502796,0.011850
446.500000,3.900000,445.454315,3.982500,3.970050,3.977271,19.850336,16.914881,18.503504,0.012450
,,445.453613,3.982350,3.970350,3.977264,19.850336,16.909845,18.503819,0.012000
446.500000,3.900000,445.458527,3.981900,3.970650,3.977308,19.850336,16.914881,18.504608,0.011250
,,445.459808,3.981900,3.970650,3.977320,19.850336,16.914881,18.504843,0.011250
446.500000,3.900000,445.474518,3.982500,3.970950,3.977451,19.850336,16.919916,18.505472,0.011550
,,445.476013,3.982500,3.970650,3.977464,19.850336,16.914881,18.506102,0.011850
446.500000,3.900000,445.480286,3.982800,3.970350,3.977503,19.850336,16.914881,18.506651,0.012450
,,445.477539,3.982500,3.970500,3.977478,19.855402,16.914881,18.507282,0.012000
446.500000,3.900000,445.482452,3.982500,3.970950,3.977522,19.850336,16.914881,18.507914,0.011550
,,445.487579,3.982350,3.970950,3.977568,19.850336,16.914881,18.508070,0.011400
446.600006,3.900000,445.497711,3.982500,3.971100,3.977658,19.855402,16.914881,18.508699,0.011400
,,445.505554,3.982800,3.971100,3.977728,19.855402,16.919916,18.509565,0.011700
446.600006,3.900000,445.507751,3.982800,3.970800,3.977748,19.855402,16.919916,18.510509,0.012000
,,445.503998,3.982950,3.970500,3.977714,19.855402,16.919916,18.510824,0.012450
446.600006,3.900000,445.506409,3.982350,3.970800,3.977736,19.855402,16.919916,18.511372,0.011550
,,445.516235,3.982500,3.971250,3.977823,19.860437,16.919916,18.512945,0.011250
446.600006,3.900000,445.530823,3.982800,3.971400,3.977954,19.860437,16.919916,18.513340,0.011400
,,445.539429,3.982950,3.971400,3.978031,19.860437,16.919916,18.514126,0.011550
446.600006,3.900000,445.539490,3.983100,3.971250,3.978031,19.860437,16.919916,18.514280,0.011850
,,445.543091,3.983250,3.970800,3.978063,19.860437,16.919916,18.515068,0.012450
446.600006,3.900000,445.536316,3.982800,3.971100,3.978003,19.860437,16.919916,18.515619,0.011700
,,445.542236,3.982650,3.971400,3.978056,19.860437,16.924921,18.516327,0.011250
446.600006,3.900000,445.557739,3.983100,3.971550,3.978194,19.860437,16.919916,18.516722,0.011550
,,445.566803,3.983400,3.971700,3.978275,19.860437,16.919916,18.517353,0.011700
446.600006,3.900000,445.561279,3.983400,3.971400,3.978226,19.865503,16.924921,18.517586,0.012000
,,445.567902,3.983550,3.970950,3.978285,19.860437,16.924921,18.517900,0.012600
446.600006,3.900000,445.564514,3.983100,3.971550,3.978255,19.865503,16.924921,18.519398,0.011550
,,445.569183,3.982800,3.971700,3.978296,19.865503,16.924921,18.519712,0.011100
446.600006,3.900000,445.580658,3.983250,3.971850,3.978399,19.865503,16.924921,18.520185,0.011400
,,445.591980,3.983400,3.971850,3.978500,19.865503,16.924921,18.520655,0.011550
446.600006,3.900000,445.589111,3.983700,3.971250,3.978474,19.870539,16.924921,18.521523,0.012450
,,445.593933,3.983700,3.971250,3.978517,19.870539,16.929956,18.522465,0.012450
446.700012,3.900000,445.591919,3.983250,3.971700,3.978499,19.870539,16.929956,18.522938,0.011550
446.700012,3.900000,445.593414,3.983100,3.971850,3.978513,19.870539,16.929956,18.522625,0.011250
,,445.603088,3.983250,3.971850,3.978599,19.870539,16.929956,18.524750,0.011400
446.700012,3.900000,445.618073,3.983700,3.972150,3.978733,19.870539,16.929956,18.525692,0.011550
,,445.625702,3.983850,3.972000,3.978801,19.875605,16.929956,18.526087,0.011850
446.700012,3.900000,445.625641,3.984000,3.971700,3.978800,19.875605,16.929956,18.526636,0.012300
,,445.625214,3.983850,3.971700,3.978796,19.875605,16.929956,18.527346,0.012150
446.700012,3.900000,445.628204,3.983850,3.971850,3.978823,19.870539,16.929956,18.527189,0.012000
,,445.634033,3.983700,3.972150,3.978875,19.875605,16.934992,18.528214,0.011550
446.700012,3.900000,445.645233,3.983850,3.972150,3.978975,19.875605,16.934992,18.528919,0.011700
,,445.649017,3.984150,3.972300,3.979009,19.875605,16.934992,18.529394,0.011850
446.700012,3.900000,445.650360,3.984300,3.971700,3.979021,19.875605,16.934992,18.530100,0.012600
,,445.649384,3.984150,3.972000,3.979012,19.875605,16.934992,18.530495,0.012150
446.700012,3.900000,445.652161,3.983700,3.972300,3.979037,19.880640,16.934992,18.531281,0.011400
,,445.657501,3.984000,3.972450,3.979085,19.875605,16.934992,18.531593,0.011550
446.700012,3.900000,445.672882,3.984150,3.972600,3.979222,19.880640,16.934992,18.532301,0.011550
,,445.673218,3.984450,3.971850,3.979225,19.880640,16.934992,18.532616,0.012600
446.700012,3.900000,445.672272,3.984450,3.972000,3.979217,19.880640,16.934992,18.533482,0.012450
,,445.674225,3.983850,3.972600,3.979234,19.880640,16.934992,18.533640,0.011250
446.700012,3.900000,445.687195,3.984450,3.972600,3.979350,19.880640,16.934992,18.534658,0.011850
446.799988,3.900000,445.689087,3.984600,3.972150,3.979367,19.880640,16.934992,18.535053,0.012450
446.799988,3.900000,445.696228,3.984600,3.972450,3.979431,19.885706,16.940027,18.536234,0.012150
,,445.696777,3.984150,3.972750,3.979435,19.885706,16.940027,18.536865,0.011400
446.700012,3.900000,445.706085,3.984450,3.972750,3.979519,19.885706,16.940027,18.537731,0.011700
,,445.716675,3.984750,3.972750,3.979613,19.885706,16.940027,18.538204,0.012000
446.799988,3.900000,445.715363,3.984750,3.972600,3.979601,19.885706,16.940027,18.539307,0.012150
,,445.716278,3.984750,3.972300,3.979610,19.885706,16.940027,18.539541,0.012450
446.799988,3.900000,445.719574,3.984450,3.972750,3.979639,19.890741,16.940027,18.540485,0.011700
,,445.723389,3.984300,3.972900,3.979673,19.890741,16.940027,18.540880,0.011400
446.799988,3.900000,445.736176,3.984750,3.973050,3.979787,19.890741,16.945032,18.541586,0.011700
,,445.739563,3.984900,3.972900,3.979818,19.890741,16.945032,18.541983,0.012000
446.799988,3.900000,445.744659,3.985050,3.972600,3.979863,19.890741,16.945032,18.542534,0.012450
,,445.740021,3.984600,3.972900,3.979822,19.890741,16.945032,18.543083,0.011700
446.799988,3.900000,445.743988,3.984600,3.973050,3.979857,19.890741,16.945032,18.544500,0.011550
,,445.758911,3.984900,3.973200,3.979990,19.890741,16.945032,18.544420,0.011700
446.899994,3.900000,445.765991,3.985050,3.973350,3.980053,19.895807,16.945032,18.545130,0.011700
,,445.765259,3.985350,3.972750,3.980047,19.890741,16.945032,18.545603,0.012600
446.799988,3.900000,445.765564,3.985350,3.972750,3.980050,19.895807,16.945032,18.545996,0.012600
,,445.764526,3.984750,3.973200,3.980040,19.895807,16.945032,18.546310,0.011550
446.799988,3.900000,445.773315,3.984900,3.973200,3.980119,19.895807,16.950068,18.547491,0.011700
,,445.792572,3.985200,3.973650,3.980291,19.900843,16.950068,18.548986,0.011550
446.799988,3.900000,445.793457,3.985650,3.973200,3.980299,19.895807,16.950068,18.549536,0.012450
,,445.797241,3.985650,3.972900,3.980333,19.900843,16.950068,18.549931,0.012750
446.899994,3.900000,445.795624,3.985200,3.973350,3.980318,19.900843,16.950068,18.550560,0.011850
,,445.797028,3.985200,3.973500,3.980331,19.900843,16.955103,18.551582,0.011700
446.799988,3.900000,445.815552,3.985500,3.973650,3.980496,19.900843,16.955103,18.551977,0.011850
,,445.817719,3.985650,3.973800,3.980515,19.900843,16.950068,18.552687,0.011850
446.899994,3.900000,445.819855,3.985800,3.973200,3.980534,19.905909,16.955103,18.552999,0.012600
,,445.818024,3.985650,3.973350,3.980518,19.900843,16.955103,18.553864,0.012300
446.899994,3.900000,445.818420,3.985200,3.973650,3.980522,19.900843,16.955103,18.554256,0.011550
,,445.830048,3.985650,3.973800,3.980625,19.905909,16.955103,18.555201,0.011850
446.899994,3.900000,445.839111,3.985800,3.973800,3.980706,19.905909,16.955103,18.555122,0.012000
,,445.842926,3.986100,3.973500,3.980740,19.905909,16.955103,18.556219,0.012600
446.899994,3.900000,445.837555,3.985650,3.973650,3.980692,19.905909,16.955103,18.556534,0.012000
,,445.841583,3.985500,3.973800,3.980728,19.905909,16.955103,18.557165,0.011700
446.899994,3.900000,445.854614,3.985800,3.974100,3.980845,19.910944,16.955103,18.558029,0.011700
,,445.863556,3.985950,3.974100,3.980925,19.905909,16.955103,18.558184,0.011850
446.899994,3.900000,445.862976,3.986250,3.973650,3.980919,19.910944,16.960108,18.558813,0.012600
446.899994,3.900000,445.863373,3.986250,3.973650,3.980923,19.910944,16.960108,18.559444,0.012600
,,445.875854,3.985950,3.974250,3.981035,19.910944,16.960108,18.561016,0.011700
447.000000,3.900000,445.887512,3.986250,3.974250,3.981138,19.910944,16.960108,18.561886,0.012000
,,445.886414,3.986400,3.973800,3.981129,19.910944,16.960108,18.561884,0.012600
446.899994,3.900000,445.888458,3.986400,3.973800,3.981147,19.910944,16.960108,18.562592,0.012600
,,445.887543,3.985800,3.974250,3.981139,19.916010,16.960108,18.563459,0.011550
447.000000,3.900000,445.895264,3.986100,3.974250,3.981208,19.910944,16.960108,18.563459,0.011850
,,445.907074,3.986400,3.974550,3.981313,19.916010,16.960108,18.564327,0.011850
447.000000,3.900000,445.906891,3.986550,3.974100,3.981312,19.916010,16.965143,18.565033,0.012450
,,445.907410,3.986400,3.974100,3.981316,19.916010,16.960108,18.565351,0.012300
447.000000,3.900000,445.909973,3.986100,3.974400,3.981339,19.916010,16.965143,18.566059,0.011700
,,445.923645,3.986550,3.974700,3.981461,19.916010,16.965143,18.566845,0.011850
447.000000,3.900000,445.928619,3.986550,3.974550,3.981506,19.916010,16.965143,18.567396,0.012000
,,445.928284,3.986850,3.974100,3.981503,19.921045,16.965143,18.568260,0.012750
447.000000,3.900000,445.929993,3.986550,3.974250,3.981518,19.921045,16.965143,18.568892,0.012300
,,445.927094,3.986250,3.974550,3.981492,19.921045,16.965143,18.569284,0.011700
447.000000,3.900000,445.944336,3.986700,3.974850,3.981646,19.921045,16.965143,18.569441,0.011850
,,445.949310,3.986850,3.974550,3.981690,19.921045,16.965143,18.570387,0.012300
447.000000,3.900000,445.950226,3.987000,3.974250,3.981699,19.921045,16.965143,18.571175,0.012750
447.000000,3.900000,445.949921,3.986550,3.974700,3.981696,19.921045,16.965143,18.571175,0.011850
447.000000,3.900000,445.960052,3.986550,3.974850,3.981786,19.921045,16.970179,18.572987,0.011700
,,445.975037,3.987000,3.975000,3.981920,19.926111,16.970179,18.573616,0.012000
447.000000,3.900000,445.977600,3.987150,3.974700,3.981943,19.926111,16.970179,18.573692,0.012450
,,445.979279,3.987300,3.974550,3.981958,19.926111,16.970179,18.574715,0.012750
447.000000,3.900000,445.977173,3.987000,3.974700,3.981939,19.926111,16.970179,18.574791,0.012300
,,445.979584,3.986700,3.975000,3.981961,19.926111,16.970179,18.575972,0.011700
447.000000,3.900000,445.985535,3.986850,3.975150,3.982014,19.926111,16.970179,18.576601,0.011700
,,446.000488,3.987150,3.975300,3.982147,19.926111,16.970179,18.576757,0.011850
447.100006,3.900000,446.002747,3.987300,3.975150,3.982167,19.931147,16.975183,18.577936,0.012150
,,446.005646,3.987600,3.974850,3.982193,19.931147,16.975183,18.578253,0.012750
447.100006,3.900000,446.008728,3.987450,3.974850,3.982221,19.931147,16.975183,18.578726,0.012600
,,446.007904,3.987300,3.975300,3.982213,19.931147,16.975183,18.579359,0.012000
447.000000,3.900000,446.010101,3.987000,3.975300,3.982233,19.931147,16.975183,18.579670,0.011700
,,446.019043,3.987150,3.975300,3.982313,19.931147,16.975183,18.580614,0.011850
447.100006,3.900000,446.033478,3.987600,3.975600,3.982442,19.931147,16.975183,18.581167,0.012000
,,446.031036,3.987600,3.975600,3.982420,19.931147,16.975183,18.581558,0.012000
447.100006,3.900000,446.036713,3.987900,3.975150,3.982471,19.931147,16.975183,18.582584,0.012750
,,446.036713,3.987750,3.975150,3.982471,19.931147,16.980219,18.582659,0.012600
447.100006,3.900000,446.035736,3.987300,3.975450,3.982462,19.936213,16.980219,18.583290,0.011850
447.100006,3.900000,446.050140,3.987450,3.975600,3.982590,19.936213,16.980219,18.584860,0.011850
,,446.063293,3.987750,3.975900,3.982708,19.936213,16.980219,18.585255,0.011850
447.100006,3.900000,446.066223,3.987750,3.975750,3.982734,19.936213,16.980219,18.586357,0.012000
,,446.069397,3.988200,3.975300,3.982763,19.936213,16.980219,18.587067,0.012900
447.100006,3.900000,446.069458,3.987900,3.975450,3.982763,19.941248,16.985254,18.587692,0.012450
,,446.071136,3.987750,3.975750,3.982778,19.941248,16.980219,18.588091,0.012000
447.200012,3.900000,446.084900,3.987900,3.975900,3.982901,19.941248,16.980219,18.588482,0.012000
,,446.086487,3.988200,3.975900,3.982915,19.941248,16.985254,18.588955,0.012300
447.100006,3.900000,446.090729,3.988350,3.975450,3.982953,19.941248,16.980219,18.589506,0.012900
,,446.088348,3.987900,3.975750,3.982932,19.941248,16.985254,18.590136,0.012150
447.200012,3.900000,446.092651,3.987900,3.975900,3.982970,19.941248,16.985254,18.590765,0.012000
,,446.109436,3.988200,3.976200,3.983120,19.941248,16.985254,18.591709,0.012000
447.200012,3.900000,446.111511,3.988350,3.976050,3.983139,19.941248,16.985254,18.592182,0.012300
,,446.110260,3.988500,3.975600,3.983127,19.946314,16.985254,18.592890,0.012900
447.200012,3.900000,446.109558,3.988050,3.976050,3.983121,19.946314,16.985254,18.593206,0.012000
,,446.114716,3.988200,3.976200,3.983167,19.946314,16.985254,18.593676,0.012000
447.200012,3.900000,446.129700,3.988350,3.976350,3.983301,19.946314,16.985254,18.594540,0.012000
,,446.131561,3.988650,3.975900,3.983318,19.946314,16.985254,18.595013,0.012750
447.200012,3.900000,446.133209,3.988800,3.975900,3.983332,19.946314,16.985254,18.595957,0.012900
,,446.143555,3.988800,3.976050,3.983425,19.951349,16.990290,18.597137,0.012750
447.200012,3.900000,446.143127,3.988350,3.976350,3.983421,19.951349,16.990290,18.597687,0.012000
,,446.146881,3.988350,3.976500,3.983454,19.951349,16.990290,18.598398,0.011850
447.200012,3.900000,446.162994,3.988650,3.976650,3.983598,19.951349,16.990290,18.599108,0.012000
,,446.166565,3.988800,3.976500,3.983630,19.951349,16.990290,18.599579,0.012300
447.200012,3.900000,446.171478,3.989100,3.976500,3.983674,19.956415,16.990290,18.600050,0.012600
,,446.175476,3.989100,3.976200,3.983710,19.951349,16.990290,18.600445,0.012900
447.299988,3.900000,446.170593,3.988950,3.976350,3.983666,19.956415,16.995295,18.601389,0.012600
,,446.176544,3.988650,3.976650,3.983719,19.956415,16.990290,18.601706,0.012000
447.299988,3.900000,446.178528,3.988650,3.976800,3.983737,19.956415,16.990290,18.602333,0.011850
,,446.192963,3.988950,3.976950,3.983866,19.956415,16.995295,18.602882,0.012000
447.299988,3.900000,446.198639,3.989250,3.976950,3.983917,19.956415,16.995295,18.603277,0.012300
,,446.201721,3.989250,3.976500,3.983944,19.956415,16.995295,18.603748,0.012750
447.299988,3.900000,446.202881,3.989250,3.976500,3.983954,19.956415,16.995295,18.604771,0.012750
,,446.203064,3.989100,3.976650,3.983956,19.956415,16.995295,18.605007,0.012450
447.299988,3.900000,446.204346,3.988800,3.976800,3.983967,19.956415,16.995295,18.605873,0.012000
,,446.212952,3.989100,3.976950,3.984044,19.961451,16.995295,18.606346,0.012150
447.299988,3.900000,446.226074,3.989250,3.977100,3.984161,19.961451,16.995295,18.606737,0.012150
447.299988,3.900000,446.228821,3.989400,3.977250,3.984186,19.961451,16.995295,18.607605,0.012150
447.399994,3.900000,446.235352,3.989550,3.976950,3.984244,19.961451,17.000330,18.609024,0.012600
,,446.243896,3.989850,3.976800,3.984320,19.961451,17.000330,18.609573,0.013050
447.299988,3.900000,446.242035,3.989700,3.976950,3.984304,19.961451,17.000330,18.609968,0.012750
,,446.242462,3.989250,3.977100,3.984308,19.961451,17.000330,18.610912,0.012150
447.299988,3.900000,446.245972,3.989250,3.977100,3.984339,19.961451,17.000330,18.611307,0.012150
,,446.258148,3.989400,3.977400,3.984448,19.961451,17.000330,18.611858,0.012000
447.299988,3.900000,446.267609,3.989700,3.977550,3.984532,19.966516,17.000330,18.612724,0.012150
,,446.269440,3.989850,3.977400,3.984549,19.966516,17.005365,18.613195,0.012450
447.299988,3.900000,446.274078,3.990150,3.977100,3.984590,19.966516,17.005365,18.613907,0.013050
,,446.275513,3.990000,3.977100,3.984603,19.971552,17.005365,18.614613,0.012900
447.299988,3.900000,446.275757,3.989550,3.977400,3.984605,19.966516,17.005365,18.614769,0.012150
,,446.278625,3.989550,3.977550,3.984631,19.966516,17.005365,18.615479,0.012000
447.399994,3.900000,446.286926,3.989700,3.977700,3.984705,19.971552,17.005365,18.616657,0.012000
,,446.299438,3.990000,3.977850,3.984816,19.971552,17.005365,18.616579,0.012150
447.399994,3.900000,446.300415,3.990000,3.977700,3.984825,19.971552,17.005365,18.617682,0.012300
,,446.303894,3.990300,3.977400,3.984856,19.971552,17.005365,18.618073,0.012900
447.399994,3.900000,446.308624,3.990300,3.977400,3.984898,19.971552,17.005365,18.618311,0.012900
,,446.308777,3.989850,3.977550,3.984900,19.971552,17.010370,18.619253,0.012300
447.399994,3.900000,446.310028,3.989850,3.977850,3.984911,19.971552,17.010370,18.620041,0.012000
447.399994,3.900000,446.331787,3.990150,3.978000,3.985105,19.976618,17.010370,18.621538,0.012150
,,446.335327,3.990300,3.978000,3.985137,19.976618,17.010370,18.621616,0.012300
447.399994,3.900000,446.337677,3.990450,3.977700,3.985158,19.976618,17.010370,18.622875,0.012750
,,446.338684,3.990300,3.977700,3.985167,19.976618,17.010370,18.622797,0.012600
447.399994,3.900000,446.339203,3.990150,3.978000,3.985172,19.976618,17.010370,18.623659,0.012150
,,446.350403,3.990300,3.978150,3.985271,19.976618,17.010370,18.624132,0.012150
447.399994,3.900000,446.358978,3.990600,3.978300,3.985348,19.981653,17.010370,18.625315,0.012300
,,446.362488,3.990750,3.977850,3.985379,19.981653,17.010370,18.625000,0.012900
447.399994,3.900000,446.365173,3.990750,3.977850,3.985403,19.981653,17.010370,18.626261,0.012900
,,446.361694,3.990450,3.978150,3.985372,19.981653,17.010370,18.626808,0.012300
447.399994,3.900000,446.368683,3.990450,3.978300,3.985435,19.981653,17.015406,18.627203,0.012150
,,446.383545,3.990750,3.978600,3.985567,19.981653,17.015406,18.627439,0.012150
447.500000,3.900000,446.384888,3.990900,3.978450,3.985579,19.981653,17.015406,18.628382,0.012450
,,446.389038,3.991050,3.978150,3.985616,19.981653,17.015406,18.629169,0.012900
447.399994,3.900000,446.390472,3.991200,3.978150,3.985629,19.981653,17.015406,18.629875,0.013050
,,446.388123,3.990600,3.978450,3.985608,19.986719,17.015406,18.629951,0.012150
447.399994,3.900000,446.392120,3.990600,3.978450,3.985644,19.986719,17.015406,18.630503,0.012150
,,446.409027,3.991050,3.978750,3.985795,19.986719,17.015406,18.631212,0.012300
447.399994,3.900000,446.411774,3.991050,3.978600,3.985819,19.986719,17.015406,18.631603,0.012450
,,446.422455,3.991350,3.978300,3.985915,19.986719,17.015406,18.633261,0.013050
447.399994,3.900000,446.421173,3.991050,3.978600,3.985903,19.991755,17.020441,18.633810,0.012450
,,446.423370,3.990900,3.978600,3.985923,19.991755,17.020441,18.634756,0.012300
447.500000,3.900000,446.436523,3.991200,3.978900,3.986040,19.991755,17.020441,18.635309,0.012300
,,446.444641,3.991350,3.978900,3.986113,19.991755,17.020441,18.635780,0.012450
447.500000,3.900000,446.441406,3.991500,3.978450,3.986084,19.991755,17.020441,18.636019,0.013050
,,446.448944,3.991650,3.978600,3.986151,19.991755,17.020441,18.636805,0.013050
447.500000,3.900000,446.445099,3.991200,3.978900,3.986117,19.991755,17.020441,18.637589,0.012300
,,446.449188,3.991200,3.978900,3.986153,19.996820,17.020441,18.637903,0.012300
447.500000,3.900000,446.465820,3.991650,3.979200,3.986302,19.991755,17.025446,18.638689,0.012450
,,446.469788,3.991650,3.979200,3.986337,19.996820,17.025446,18.639555,0.012450
447.500000,3.900000,446.471741,3.991950,3.978600,3.986355,19.996820,17.025446,18.639555,0.013350
,,446.471802,3.991800,3.978750,3.986355,19.996820,17.025446,18.640108,0.013050
447.600006,3.900000,446.471619,3.991200,3.979200,3.986354,19.996820,17.025446,18.641212,0.012000
,,446.480316,3.991500,3.979200,3.986431,19.996820,17.025446,18.641521,0.012300
447.500000,3.900000,446.492493,3.991800,3.979500,3.986540,19.996820,17.025446,18.642233,0.012300
,,446.497711,3.991950,3.979350,3.986587,19.996820,17.025446,18.642862,0.012600
447.500000,3.900000,446.496948,3.992100,3.978900,3.986580,20.001886,17.025446,18.643021,0.013200
447.600006,3.900000,446.499512,3.991950,3.979050,3.986603,20.001886,17.030481,18.643650,0.012900
,,446.512360,3.991800,3.979500,3.986717,20.001886,17.030481,18.645147,0.012300
447.600006,3.900000,446.520569,3.992100,3.979650,3.986791,20.001886,17.030481,18.646170,0.012450
,,446.525177,3.992100,3.979350,3.986832,20.001886,17.030481,18.646486,0.012750
447.600006,3.900000,446.527893,3.992250,3.979200,3.986856,20.001886,17.030481,18.646955,0.013050
,,446.529114,3.991950,3.979350,3.986867,20.001886,17.030481,18.647665,0.012600
447.600006,3.900000,446.530212,3.991950,3.979650,3.986877,20.006922,17.030481,18.648058,0.012300
,,446.538269,3.991950,3.979800,3.986949,20.006922,17.030481,18.648766,0.012150
447.600006,3.900000,446.549133,3.992250,3.979950,3.987046,20.006922,17.030481,18.649551,0.012300
,,446.551880,3.992700,3.979350,3.987070,20.006922,17.030481,18.649708,0.013350
447.600006,3.900000,446.551575,3.992700,3.979350,3.987068,20.006922,17.030481,18.650574,0.013350
,,446.546417,3.992100,3.979800,3.987022,20.011988,17.035517,18.650967,0.012300
447.700012,3.900000,446.562622,3.992250,3.979950,3.987166,20.006922,17.035517,18.651438,0.012300
,,446.568878,3.992550,3.979800,3.987222,20.006922,17.035517,18.651911,0.012750
447.600006,3.900000,446.574982,3.992850,3.979500,3.987277,20.011988,17.035517,18.652935,0.013350
,,446.568878,3.992250,3.979950,3.987222,20.011988,17.035517,18.653723,0.012300
447.600006,3.900000,446.570801,3.992250,3.979950,3.987239,20.011988,17.035517,18.654116,0.012300
,,446.587891,3.992700,3.980250,3.987392,20.011988,17.040552,18.654587,0.012450
447.700012,3.900000,446.587799,3.992850,3.980250,3.987391,20.011988,17.035517,18.655298,0.012600
447.700012,3.900000,446.592438,3.992850,3.979950,3.987432,20.011988,17.040552,18.655771,0.012900
447.600006,3.900000,446.601074,3.992700,3.980100,3.987509,20.017023,17.040552,18.657030,0.012600
,,446.610718,3.992850,3.980250,3.987596,20.017023,17.040552,18.657736,0.012600
447.700012,3.900000,446.619080,3.992850,3.980550,3.987670,20.017023,17.040552,18.658445,0.012300
,,446.622742,3.993150,3.980250,3.987703,20.017023,17.040552,18.658838,0.012900
447.700012,3.900000,446.627106,3.993150,3.979950,3.987742,20.017023,17.040552,18.659626,0.013200
,,446.630371,3.993150,3.980250,3.987771,20.017023,17.040552,18.660019,0.012900
447.700012,3.900000,446.630371,3.993000,3.980400,3.987771,20.022089,17.040552,18.660728,0.012600
