Time,total_v,max_v,min_v,avg_v,max-min,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,max_temp,min_temp,avg_temp,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,undervoltage,overvoltage,pec,overtemperature,openwire,openwire_temp
326386,97.327202,3.477300,3.474600,3.475971,0.002700,3.476250,3.476700,3.476250,3.476250,3.476400,3.476850,3.477300,3.475650,3.476400,3.475650,3.476100,3.474600,3.475950,3.475800,3.475350,3.475350,3.474900,3.476550,3.475200,3.475500,3.475050,3.476100,3.476250,3.476250,3.475950,3.476250,3.477000,3.475350,20.057459,19.572718,19.903725,20.042292,19.693842,20.032190,19.986719,19.926111,19.946314,19.825098,20.037256,,,,,,,19.789759,0,0,0,0,0,0
326887,97.327202,3.477150,3.474750,3.475971,0.002400,3.476250,3.476700,3.476250,3.476250,3.476550,3.476850,3.477150,3.475650,3.476400,3.475650,3.476100,3.474750,3.475800,3.475800,3.475350,3.475350,3.474900,3.476550,3.475200,3.475350,3.475050,3.476100,3.476250,3.476250,3.475950,3.476400,3.477000,3.475350,20.057459,19.572718,19.903721,20.042292,19.698877,20.032190,19.991755,19.926111,19.941248,19.825098,20.037256,,,,,,,19.789759,0,0,0,0,0,0
327388,97.327042,3.477300,3.474750,3.475966,0.002550,3.476400,3.476700,3.476100,3.476250,3.476400,3.476850,3.477300,3.475800,3.476400,3.475650,3.476100,3.474750,3.475800,3.475800,3.475350,3.475350,3.474900,3.476400,3.475200,3.475350,3.475050,3.476100,3.476250,3.476250,3.475950,3.476250,3.477000,3.475350,20.057459,19.572718,19.903719,20.042292,19.698877,20.032190,19.991755,19.926111,19.946314,19.820032,20.032190,,,,,,,19.789759,0,0,0,0,0,0
327889,97.325691,3.477150,3.474600,3.475918,0.002550,3.476250,3.476700,3.476100,3.476100,3.476400,3.476850,3.477150,3.475800,3.476400,3.475650,3.476100,3.474600,3.475800,3.475650,3.475200,3.475350,3.474750,3.476400,3.475200,3.475500,3.475050,3.476100,3.476100,3.476250,3.475950,3.476100,3.477000,3.475200,20.057459,19.572718,19.904036,20.042292,19.698877,20.032190,19.991755,19.926111,19.941248,19.825098,20.037256,,,,,,,19.789759,0,0,0,0,0,0
328390,97.325691,3.477150,3.474600,3.475918,0.002550,3.476250,3.476700,3.476100,3.476250,3.476400,3.476850,3.477150,3.475800,3.476400,3.475650,3.476100,3.474600,3.475800,3.475650,3.475200,3.475350,3.474750,3.476400,3.475050,3.475350,3.475050,3.476100,3.476100,3.476250,3.475950,3.476250,3.477000,3.475200,20.052393,19.572718,19.903719,20.042292,19.698877,20.032190,19.991755,19.926111,19.946314,19.820032,20.037256,,,,,,,19.789759,0,0,0,0,0,0
328891,97.325539,3.477150,3.474600,3.475912,0.002550,3.476250,3.476700,3.476100,3.476250,3.476400,3.476850,3.477150,3.475650,3.476250,3.475650,3.475950,3.474600,3.475800,3.475800,3.475350,3.475350,3.474750,3.476400,3.475200,3.475350,3.475050,3.476100,3.476100,3.476250,3.475800,3.476250,3.477000,3.475200,20.057459,19.572718,19.904352,20.042292,19.698877,20.032190,19.991755,19.926111,19.946314,19.825098,20.037256,,,,,,,19.789759,0,0,0,0,0,0
329392,97.325394,3.477150,3.474600,3.475907,0.002550,3.476250,3.476700,3.476100,3.476100,3.476400,3.476850,3.477150,3.475650,3.476250,3.475650,3.475950,3.474600,3.475800,3.475800,3.475200,3.475350,3.474750,3.476400,3.475200,3.475350,3.475050,3.475950,3.476250,3.476250,3.475950,3.476250,3.477000,3.475200,20.057459,19.572718,19.904352,20.042292,19.698877,20.032190,19.991755,19.926111,19.946314,19.825098,20.032190,,,,,,,19.789759,0,0,0,0,0,0
329893,97.325104,3.477150,3.474600,3.475897,0.002550,3.476250,3.476700,3.476100,3.476100,3.476400,3.476850,3.477150,3.475650,3.476400,3.475650,3.476100,3.474600,3.475800,3.475650,3.475200,3.475350,3.474750,3.476400,3.475050,3.475350,3.475050,3.475950,3.476100,3.476250,3.475950,3.476250,3.476850,3.475200,20.057459,19.572718,19.903721,20.042292,19.698877,20.032190,19.986719,19.926111,19.946314,19.825098,20.032190,,,,,,,19.789759,0,0,0,0,0,0
330394,97.324638,3.477150,3.474600,3.475880,0.002550,3.476250,3.476700,3.476100,3.476100,3.476250,3.476850,3.477150,3.475650,3.476250,3.475500,3.475950,3.474600,3.475800,3.475650,3.475200,3.475350,3.474750,3.476400,3.475050,3.475350,3.475050,3.476100,3.476100,3.476250,3.475800,3.476250,3.477000,3.475200,20.057459,19.572718,19.903719,20.042292,19.693842,20.027124,19.991755,19.926111,19.941248,19.820032,20.037256,,,,,,,19.789759,0,0,0,0,0,0
330895,97.324646,3.477150,3.474600,3.475880,0.002550,3.476250,3.476700,3.476100,3.476100,3.476400,3.476850,3.477150,3.475650,3.476250,3.475500,3.475950,3.474600,3.475650,3.475650,3.475200,3.475350,3.474750,3.476400,3.475050,3.475350,3.475050,3.476100,3.476250,3.476250,3.475950,3.476100,3.476850,3.475200,20.057459,19.572718,19.903717,20.042292,19.698877,20.032190,19.991755,19.921045,19.946314,19.820032,20.032190,,,,,,,19.794794,0,0,0,0,0,0
331396,97.324799,3.477150,3.474600,3.475886,0.002550,3.476250,3.476700,3.476100,3.476100,3.476400,3.476850,3.477150,3.475650,3.476250,3.475650,3.476100,3.474600,3.475650,3.475650,3.475200,3.475350,3.474750,3.476400,3.475050,3.475350,3.475050,3.475950,3.476100,3.476250,3.475800,3.476250,3.477000,3.475200,20.057459,19.572718,19.904037,20.042292,19.693842,20.032190,19.986719,19.926111,19.946314,19.825098,20.032190,,,,,,,19.789759,0,0,0,0,0,0
331897,97.324043,3.477150,3.474600,3.475859,0.002550,3.476250,3.476700,3.476100,3.476100,3.476250,3.476850,3.477150,3.475650,3.476250,3.475500,3.475950,3.474600,3.475650,3.475650,3.475200,3.475350,3.474750,3.476400,3.475050,3.475350,3.475050,3.475950,3.476100,3.476100,3.475800,3.476100,3.477000,3.475200,20.057459,19.572718,19.903406,20.042292,19.693842,20.032190,19.986719,19.926111,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
332398,97.323746,3.477000,3.474600,3.475848,0.002400,3.476250,3.476550,3.476100,3.476100,3.476250,3.476850,3.477000,3.475650,3.476250,3.475650,3.475950,3.474600,3.475650,3.475650,3.475200,3.475350,3.474750,3.476250,3.475050,3.475350,3.475050,3.475950,3.476100,3.476250,3.475800,3.476100,3.476850,3.475200,20.057459,19.572718,19.904036,20.042292,19.698877,20.032190,19.991755,19.926111,19.946314,19.820032,20.037256,,,,,,,19.789759,0,0,0,0,0,0
332899,97.323746,3.477000,3.474600,3.475848,0.002400,3.476250,3.476550,3.476100,3.476100,3.476400,3.476850,3.477000,3.475650,3.476250,3.475500,3.475950,3.474600,3.475650,3.475650,3.475200,3.475350,3.474750,3.476250,3.475050,3.475350,3.475050,3.475950,3.476100,3.476250,3.475800,3.476100,3.476850,3.475200,20.052393,19.572718,19.903719,20.042292,19.693842,20.032190,19.986719,19.926111,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
333400,97.323296,3.477000,3.474450,3.475832,0.002550,3.476250,3.476550,3.476100,3.476100,3.476250,3.476850,3.477000,3.475650,3.476250,3.475500,3.475950,3.474450,3.475650,3.475650,3.475200,3.475200,3.474750,3.476250,3.475050,3.475350,3.475050,3.475950,3.476100,3.476250,3.475800,3.476100,3.476850,3.475200,20.057459,19.572718,19.904980,20.042292,19.698877,20.032190,19.991755,19.926111,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
333901,97.322693,3.477000,3.474600,3.475811,0.002400,3.476250,3.476550,3.476100,3.475950,3.476250,3.476700,3.477000,3.475650,3.476250,3.475500,3.475950,3.474600,3.475650,3.475650,3.475050,3.475200,3.474750,3.476250,3.475050,3.475350,3.474900,3.475950,3.476100,3.476100,3.475800,3.476100,3.476850,3.475200,20.057459,19.572718,19.904667,20.042292,19.698877,20.032190,19.991755,19.926111,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
334401,97.322693,3.477000,3.474600,3.475811,0.002400,3.476100,3.476550,3.476100,3.476100,3.476250,3.476700,3.477000,3.475650,3.476250,3.475500,3.475950,3.474600,3.475650,3.475650,3.475050,3.475200,3.474600,3.476400,3.475050,3.475350,3.474900,3.475950,3.476100,3.476100,3.475800,3.476100,3.476850,3.475200,20.057459,19.572718,19.904663,20.042292,19.698877,20.032190,19.991755,19.921045,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
334902,97.322701,3.477150,3.474600,3.475811,0.002550,3.476250,3.476550,3.476100,3.476100,3.476250,3.476850,3.477150,3.475650,3.476250,3.475500,3.475800,3.474600,3.475650,3.475650,3.475050,3.475200,3.474600,3.476250,3.475050,3.475350,3.474900,3.475950,3.476100,3.476100,3.475800,3.476100,3.476850,3.475050,20.057459,19.577753,19.904980,20.042292,19.698877,20.032190,19.986719,19.926111,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
335403,97.322395,3.477000,3.474600,3.475800,0.002400,3.476100,3.476550,3.476100,3.476100,3.476250,3.476850,3.477000,3.475650,3.476100,3.475500,3.475950,3.474600,3.475650,3.475650,3.475050,3.475200,3.474600,3.476250,3.475050,3.475200,3.474900,3.475950,3.476100,3.476250,3.475800,3.476100,3.476850,3.475050,20.057459,19.577753,19.905294,20.042292,19.698877,20.032190,19.991755,19.926111,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
335905,97.321945,3.477000,3.474600,3.475784,0.002400,3.476100,3.476550,3.475950,3.475950,3.476250,3.476850,3.477000,3.475650,3.476250,3.475500,3.475950,3.474600,3.475650,3.475500,3.475050,3.475200,3.474600,3.476250,3.475050,3.475200,3.474900,3.475950,3.476100,3.476100,3.475800,3.476100,3.476850,3.475050,20.057459,19.572718,19.904980,20.042292,19.698877,20.032190,19.991755,19.926111,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
336406,97.322098,3.477150,3.474450,3.475789,0.002700,3.476100,3.476550,3.476100,3.475950,3.476250,3.476700,3.477150,3.475650,3.476250,3.475500,3.475950,3.474450,3.475650,3.475500,3.475050,3.475200,3.474600,3.476250,3.475050,3.475350,3.474900,3.475950,3.475950,3.476100,3.475800,3.476100,3.476850,3.475200,20.057459,19.577753,19.904663,20.042292,19.698877,20.032190,19.986719,19.926111,19.946314,19.820032,20.032190,,,,,,,19.794794,0,0,0,0,0,0
336907,97.321045,3.477000,3.474600,3.475752,0.002400,3.476100,3.476550,3.475950,3.475950,3.476250,3.476700,3.477000,3.475500,3.476100,3.475500,3.475800,3.474600,3.475650,3.475500,3.475050,3.475200,3.474600,3.476250,3.475050,3.475200,3.474900,3.475950,3.475950,3.476100,3.475800,3.476100,3.476700,3.475050,20.057459,19.577753,19.904980,20.042292,19.698877,20.032190,19.991755,19.926111,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
337407,97.320892,3.477000,3.474450,3.475746,0.002550,3.476100,3.476550,3.475950,3.475950,3.476250,3.476700,3.477000,3.475500,3.476100,3.475500,3.475800,3.474450,3.475650,3.475500,3.475050,3.475200,3.474600,3.476250,3.474900,3.475200,3.474900,3.475800,3.476100,3.476100,3.475800,3.476100,3.476850,3.475050,20.052393,19.572718,19.904032,20.042292,19.698877,20.032190,19.986719,19.921045,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
337908,97.320610,3.477000,3.474450,3.475736,0.002550,3.476100,3.476550,3.475950,3.475950,3.476250,3.476700,3.477000,3.475500,3.476250,3.475500,3.475800,3.474450,3.475500,3.475500,3.475050,3.475200,3.474600,3.476250,3.474900,3.475200,3.474900,3.475800,3.475950,3.476100,3.475800,3.475950,3.476850,3.475050,20.057459,19.572718,19.904348,20.042292,19.698877,20.027124,19.991755,19.921045,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
338410,97.320312,3.477000,3.474450,3.475725,0.002550,3.476100,3.476550,3.475950,3.475950,3.476250,3.476700,3.477000,3.475500,3.476250,3.475500,3.475800,3.474450,3.475500,3.475500,3.475050,3.475200,3.474600,3.476250,3.474900,3.475200,3.474900,3.475800,3.475950,3.475950,3.475650,3.475950,3.476850,3.475050,20.057459,19.577753,19.905296,20.042292,19.698877,20.032190,19.991755,19.926111,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
338911,97.320297,3.477000,3.474450,3.475725,0.002550,3.476100,3.476400,3.475950,3.475950,3.476100,3.476700,3.477000,3.475500,3.476100,3.475500,3.475800,3.474450,3.475650,3.475500,3.475050,3.475200,3.474600,3.476250,3.474900,3.475200,3.474900,3.475950,3.475950,3.476100,3.475650,3.476100,3.476700,3.475050,20.057459,19.577753,19.905293,20.042292,19.703913,20.027124,19.991755,19.926111,19.941248,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
339412,97.320450,3.477000,3.474450,3.475730,0.002550,3.476100,3.476550,3.475950,3.475950,3.476250,3.476700,3.477000,3.475500,3.476100,3.475350,3.475800,3.474450,3.475650,3.475500,3.475050,3.475200,3.474600,3.476250,3.474900,3.475200,3.474900,3.475950,3.475950,3.476100,3.475650,3.476100,3.476700,3.475050,20.057459,19.577753,19.905298,20.042292,19.698877,20.032190,19.991755,19.921045,19.946314,19.825098,20.037256,,,,,,,19.794794,0,0,0,0,0,0
339913,97.319992,3.476850,3.474450,3.475714,0.002400,3.476100,3.476400,3.475950,3.475950,3.476250,3.476700,3.476850,3.475500,3.476100,3.475500,3.475800,3.474450,3.475500,3.475500,3.475050,3.475050,3.474600,3.476250,3.474900,3.475200,3.474750,3.475800,3.476100,3.476100,3.475800,3.476100,3.476700,3.475050,20.057459,19.577753,19.906242,20.042292,19.703913,20.032190,19.991755,19.926111,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
340414,97.320145,3.477000,3.474450,3.475719,0.002550,3.476100,3.476550,3.475950,3.475950,3.476100,3.476700,3.477000,3.475500,3.476100,3.475350,3.475800,3.474450,3.475650,3.475500,3.475050,3.475050,3.474600,3.476250,3.474900,3.475200,3.474900,3.475800,3.475950,3.476100,3.475800,3.476100,3.476700,3.475050,20.057459,19.577753,19.905294,20.042292,19.703913,20.032190,19.986719,19.926111,19.946314,19.820032,20.032190,,,,,,,19.794794,0,0,0,0,0,0
340914,97.319557,3.476850,3.474450,3.475698,0.002400,3.476100,3.476550,3.475950,3.475950,3.476250,3.476700,3.476850,3.475500,3.476100,3.475350,3.475800,3.474450,3.475500,3.475500,3.475050,3.475050,3.474600,3.476100,3.474900,3.475200,3.474900,3.475800,3.475950,3.475950,3.475650,3.476100,3.476700,3.475050,20.057459,19.577753,19.905928,20.042292,19.703913,20.032190,19.991755,19.926111,19.946314,19.825098,20.037256,,,,,,,19.794794,0,0,0,0,0,0
341416,97.318649,3.476850,3.474450,3.475666,0.002400,3.475950,3.476550,3.475950,3.475950,3.476100,3.476550,3.476850,3.475500,3.476100,3.475350,3.475800,3.474450,3.475500,3.475500,3.475050,3.475050,3.474600,3.476100,3.474750,3.475200,3.474750,3.475800,3.475950,3.475950,3.475650,3.476100,3.476700,3.474900,20.057459,19.572718,19.904665,20.042292,19.703913,20.027124,19.991755,19.926111,19.946314,19.825098,20.032190,,,,,,,19.794794,0,0,0,0,0,0
341917,97.318497,3.476850,3.474450,3.475661,0.002400,3.475950,3.476400,3.475950,3.475950,3.476100,3.476700,3.476850,3.475500,3.475950,3.475350,3.475800,3.474450,3.475500,3.475500,3.474900,3.475050,3.474450,3.476100,3.474900,3.475200,3.474750,3.475800,3.475950,3.476100,3.475650,3.475950,3.476700,3.475050,20.052393,19.577753,19.905926,20.042292,19.703913,20.027124,19.991755,19.926111,19.946314,19.820032,20.037256,,,,,,,19.799860,0,0,0,0,0,0
342418,97.318497,3.476850,3.474450,3.475661,0.002400,3.476100,3.476400,3.475950,3.475950,3.476100,3.476700,3.476850,3.475500,3.475950,3.475350,3.475800,3.474450,3.475500,3.475350,3.474900,3.475050,3.474600,3.476100,3.474900,3.475200,3.474750,3.475800,3.475950,3.475950,3.475650,3.476100,3.476700,3.474900,20.057459,19.577753,19.905613,20.042292,19.703913,20.032190,19.986719,19.926111,19.946314,19.820032,20.032190,,,,,,,19.799860,0,0,0,0,0,0
342919,97.318054,3.476850,3.474450,3.475645,0.002400,3.475950,3.476400,3.475800,3.475950,3.476250,3.476550,3.476850,3.475500,3.476100,3.475350,3.475650,3.474450,3.475500,3.475350,3.474900,3.475050,3.474450,3.476100,3.474900,3.475050,3.474750,3.475800,3.475950,3.475950,3.475650,3.476100,3.476700,3.475050,20.057459,19.577753,19.905930,20.042292,19.703913,20.032190,19.991755,19.926111,19.946314,19.825098,20.037256,,,,,,,19.799860,0,0,0,0,0,0
343420,97.317909,3.476850,3.474450,3.475640,0.002400,3.475950,3.476400,3.475950,3.475800,3.476100,3.476550,3.476850,3.475500,3.476100,3.475350,3.475800,3.474450,3.475500,3.475500,3.474900,3.475050,3.474450,3.476100,3.474750,3.475050,3.474750,3.475800,3.475950,3.475950,3.475650,3.475950,3.476700,3.475050,20.057459,19.577753,19.905611,20.042292,19.703913,20.032190,19.991755,19.926111,19.946314,19.820032,20.037256,,,,,,,19.794794,0,0,0,0,0,0
343921,97.317009,3.476850,3.474300,3.475607,0.002550,3.475950,3.476400,3.475800,3.475800,3.476100,3.476550,3.476850,3.475350,3.476100,3.475350,3.475800,3.474300,3.475500,3.475350,3.475050,3.475050,3.474450,3.476100,3.474750,3.475050,3.474750,3.475650,3.475950,3.475950,3.475500,3.475950,3.476700,3.474900,20.052393,19.577753,19.905930,20.042292,19.703913,20.032190,19.986719,19.926111,19.946314,19.825098,20.037256,,,,,,,19.799860,0,0,0,0,0,0
344422,97.317604,3.476850,3.474450,3.475629,0.002400,3.475950,3.476400,3.475800,3.475800,3.476100,3.476550,3.476850,3.475350,3.476100,3.475350,3.475800,3.474450,3.475500,3.475500,3.474900,3.475050,3.474450,3.476100,3.474750,3.475050,3.474750,3.475800,3.475950,3.475950,3.475650,3.475950,3.476700,3.475050,20.057459,19.577753,19.906242,20.042292,19.703913,20.027124,19.991755,19.926111,19.946314,19.825098,20.037256,,,,,,,19.799860,0,0,0,0,0,0
344923,97.316696,3.476850,3.474300,3.475596,0.002550,3.475950,3.476400,3.475800,3.475800,3.476100,3.476550,3.476850,3.475350,3.476100,3.475350,3.475650,3.474300,3.475350,3.475350,3.474900,3.475050,3.474450,3.476100,3.474750,3.475050,3.474750,3.475800,3.475800,3.475950,3.475650,3.475950,3.476700,3.474900,20.052393,19.577753,19.905294,20.042292,19.703913,20.027124,19.991755,19.926111,19.946314,19.825098,20.032190,,,,,,,19.799860,0,0,0,0,0,0
345424,97.316856,3.476850,3.474300,3.475602,0.002550,3.475950,3.476400,3.475800,3.475800,3.476100,3.476550,3.476850,3.475350,3.475950,3.475350,3.475650,3.474300,3.475500,3.475500,3.474900,3.475050,3.474450,3.476100,3.474750,3.475050,3.474750,3.475800,3.475800,3.475950,3.475650,3.475950,3.476550,3.475050,20.052393,19.577753,19.906242,20.042292,19.703913,20.032190,19.991755,19.926111,19.946314,19.825098,20.032190,,,,,,,19.799860,0,0,0,0,0,0
345925,97.316551,3.476850,3.474300,3.475591,0.002550,3.475950,3.476400,3.475800,3.475800,3.476100,3.476550,3.476850,3.475350,3.475950,3.475200,3.475650,3.474300,3.475500,3.475500,3.474900,3.474900,3.474450,3.476100,3.474750,3.475050,3.474750,3.475800,3.475950,3.475950,3.475650,3.475950,3.476550,3.474900,20.052393,19.577753,19.905928,20.042292,19.703913,20.032190,19.991755,19.926111,19.946314,19.825098,20.037256,,,,,,,19.799860,0,0,0,0,0,0
346426,97.316246,3.476850,3.474300,3.475580,0.002550,3.475950,3.476400,3.475800,3.475800,3.476100,3.476550,3.476850,3.475350,3.475950,3.475200,3.475650,3.474300,3.475500,3.475350,3.474900,3.475050,3.474450,3.476100,3.474750,3.475050,3.474750,3.475800,3.475800,3.475950,3.475650,3.475800,3.476550,3.474900,20.057459,19.577753,19.906242,20.042292,19.703913,20.032190,19.991755,19.926111,19.946314,19.825098,20.032190,,,,,,,19.799860,0,0,0,0,0,0
346927,97.315796,3.476850,3.474300,3.475564,0.002550,3.475950,3.476400,3.475800,3.475800,3.476100,3.476550,3.476850,3.475350,3.475950,3.475200,3.475650,3.474300,3.475350,3.475350,3.474900,3.475050,3.474450,3.476100,3.474750,3.474900,3.474750,3.475650,3.475800,3.475950,3.475500,3.475950,3.476550,3.474900,20.057459,19.577753,19.906242,20.042292,19.703913,20.032190,19.991755,19.926111,19.946314,19.825098,20.032190,,,,,,,19.799860,0,0,0,0,0,0
347428,97.315651,3.476700,3.474300,3.475559,0.002400,3.475800,3.476250,3.475800,3.475800,3.476100,3.476550,3.476700,3.475350,3.475950,3.475350,3.475800,3.474300,3.475350,3.475350,3.474900,3.475050,3.474450,3.476100,3.474750,3.475050,3.474600,3.475800,3.475800,3.475800,3.475500,3.475950,3.476550,3.474900,20.057459,19.577753,19.906561,20.042292,19.703913,20.032190,19.991755,19.926111,19.946314,19.825098,20.037256,,,,,,,19.799860,0,0,0,0,0,0
347929,97.315491,3.476700,3.474300,3.475553,0.002400,3.475950,3.476250,3.475800,3.475800,3.475950,3.476550,3.476700,3.475350,3.475950,3.475350,3.475650,3.474300,3.475350,3.475350,3.474900,3.474900,3.474450,3.476100,3.474750,3.475050,3.474750,3.475800,3.475800,3.475800,3.475650,3.475800,3.476550,3.474900,20.057459,19.577753,19.906557,20.042292,19.703913,20.032190,19.991755,19.926111,19.941248,19.830133,20.037256,,,,,,,19.799860,0,0,0,0,0,0
348430,97.315636,3.476700,3.474300,3.475559,0.002400,3.475950,3.476400,3.475800,3.475800,3.475950,3.476550,3.476700,3.475350,3.475950,3.475200,3.475650,3.474300,3.475350,3.475350,3.474900,3.474900,3.474450,3.476100,3.474750,3.475050,3.474750,3.475650,3.475800,3.475950,3.475650,3.475950,3.476550,3.474900,20.057459,19.577753,19.906874,20.042292,19.703913,20.032190,19.991755,19.926111,19.946314,19.830133,20.032190,,,,,,,19.799860,0,0,0,0,0,0
348931,97.315056,3.476850,3.474300,3.475538,0.002550,3.475800,3.476250,3.475800,3.475800,3.475950,3.476550,3.476850,3.475350,3.475950,3.475200,3.475650,3.474300,3.475350,3.475350,3.474900,3.474900,3.474300,3.476100,3.474750,3.475050,3.474600,3.475650,3.475800,3.475950,3.475500,3.475950,3.476550,3.474900,20.057459,19.582788,19.906874,20.042292,19.703913,20.032190,19.991755,19.926111,19.946314,19.825098,20.037256,,,,,,,19.799860,0,0,0,0,0,0
349432,97.314438,3.476700,3.474300,3.475516,0.002400,3.475800,3.476250,3.475800,3.475650,3.475950,3.476550,3.476700,3.475350,3.475950,3.475200,3.475650,3.474300,3.475350,3.475350,3.474900,3.475050,3.474450,3.475950,3.474750,3.474900,3.474600,3.475650,3.475800,3.475800,3.475500,3.475950,3.476550,3.474750,20.057459,19.577753,19.907190,20.042292,19.708979,20.027124,19.991755,19.926111,19.946314,19.830133,20.037256,,,,,,,19.799860,0,0,0,0,0,0
349933,97.313850,3.476700,3.474300,3.475495,0.002400,3.475800,3.476250,3.475800,3.475650,3.475950,3.476400,3.476700,3.475350,3.475950,3.475200,3.475650,3.474300,3.475350,3.475350,3.474750,3.474900,3.474450,3.476100,3.474600,3.474900,3.474600,3.475650,3.475800,3.475800,3.475500,3.475800,3.476400,3.474900,20.057459,19.582788,19.907818,20.042292,19.703913,20.027124,19.991755,19.926111,19.946314,19.830133,20.037256,,,,,,,19.799860,0,0,0,0,0,0
350434,97.313698,3.476700,3.474300,3.475489,0.002400,3.475800,3.476250,3.475650,3.475800,3.475950,3.476400,3.476700,3.475200,3.475950,3.475200,3.475650,3.474300,3.475350,3.475350,3.474900,3.474900,3.474300,3.475950,3.474750,3.474900,3.474600,3.475650,3.475800,3.475800,3.475500,3.475800,3.476400,3.474900,20.057459,19.582788,19.907822,20.042292,19.708979,20.032190,19.991755,19.926111,19.946314,19.830133,20.037256,,,,,,,19.799860,0,0,0,0,0,0
350935,97.314590,3.476700,3.474300,3.475521,0.002400,3.475800,3.476250,3.475800,3.475800,3.476100,3.476550,3.476700,3.475350,3.475800,3.475200,3.475650,3.474300,3.475350,3.475350,3.474900,3.474900,3.474300,3.475950,3.474750,3.475050,3.474750,3.475650,3.475800,3.475800,3.475500,3.475800,3.476550,3.474900,20.057459,19.582788,19.907822,20.042292,19.708979,20.032190,19.991755,19.926111,19.946314,19.825098,20.032190,,,,,,,19.804895,0,0,0,0,0,0
351436,97.314140,3.476700,3.474150,3.475505,0.002550,3.475800,3.476400,3.475800,3.475800,3.475950,3.476400,3.476700,3.475350,3.475950,3.475200,3.475650,3.474150,3.475350,3.475350,3.474900,3.474900,3.474300,3.475950,3.474600,3.474900,3.474750,3.475650,3.475800,3.475800,3.475500,3.475800,3.476550,3.474900,20.057459,19.582788,19.907505,20.042292,19.708979,20.027124,19.991755,19.926111,19.946314,19.830133,20.037256,,,,,,,19.799860,0,0,0,0,0,0
351937,97.314293,3.476700,3.474300,3.475510,0.002400,3.475800,3.476250,3.475800,3.475650,3.476100,3.476400,3.476700,3.475350,3.475950,3.475200,3.475650,3.474300,3.475350,3.475350,3.474900,3.474900,3.474300,3.475950,3.474750,3.475050,3.474600,3.475650,3.475800,3.475800,3.475500,3.475800,3.476550,3.474900,20.057459,19.577753,19.907507,20.042292,19.708979,20.027124,19.991755,19.926111,19.946314,19.830133,20.037256,,,,,,,19.799860,0,0,0,0,0,0
352438,97.313545,3.476700,3.474300,3.475484,0.002400,3.475800,3.476250,3.475650,3.475650,3.475950,3.476550,3.476700,3.475350,3.475800,3.475200,3.475650,3.474300,3.475350,3.475350,3.474750,3.474900,3.474300,3.476100,3.474750,3.474900,3.474600,3.475650,3.475800,3.475800,3.475500,3.475800,3.476400,3.474750,20.057459,19.582788,19.908768,20.042292,19.708979,20.032190,19.991755,19.926111,19.946314,19.830133,20.037256,,,,,,,19.804895,0,0,0,0,0,0
352939,97.312492,3.476700,3.474150,3.475446,0.002550,3.475800,3.476250,3.475650,3.475650,3.475950,3.476400,3.476700,3.475200,3.475800,3.475200,3.475500,3.474150,3.475350,3.475200,3.474900,3.474900,3.474300,3.475950,3.474600,3.474900,3.474450,3.475650,3.475800,3.475800,3.475500,3.475800,3.476400,3.474750,20.057459,19.582788,19.908134,20.042292,19.708979,20.032190,19.991755,19.926111,19.946314,19.830133,20.032190,,,,,,,19.804895,0,0,0,0,0,0
353440,97.312492,3.476700,3.474150,3.475446,0.002550,3.475800,3.476250,3.475650,3.475650,3.475950,3.476400,3.476700,3.475200,3.475800,3.475050,3.475500,3.474150,3.475350,3.475350,3.474750,3.474900,3.474300,3.475950,3.474600,3.474900,3.474600,3.475650,3.475800,3.475800,3.475500,3.475800,3.476400,3.474750,20.057459,19.582788,19.908136,20.042292,19.708979,20.032190,19.991755,19.926111,19.946314,19.825098,20.037256,,,,,,,19.804895,0,0,0,0,0,0
353941,97.312485,3.476700,3.474300,3.475446,0.002400,3.475800,3.476250,3.475650,3.475650,3.475950,3.476400,3.476700,3.475200,3.475800,3.475050,3.475500,3.474300,3.475350,3.475350,3.474750,3.474750,3.474300,3.475950,3.474600,3.474900,3.474600,3.475650,3.475650,3.475800,3.475500,3.475800,3.476550,3.474750,20.057459,19.577753,19.908138,20.042292,19.708979,20.032190,19.991755,19.926111,19.946314,19.825098,20.037256,,,,,,,19.804895,0,0,0,0,0,0
