"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.775002148E2,8.163462225E-3,1.312947507E-2,-7.696105242E-3
2.775500648E2,-4.455742780E-3,-2.486482775E-3,-4.691513479E-2
2.775999148E2,-1.657429822E-3,2.278850888E-2,-9.946113825E-3
2.776497648E2,-3.229362387E-3,5.952374171E-4,-2.534943402E-2
2.776996148E2,1.366435826E-2,2.783394336E-2,-6.606885910E-2
2.777494648E2,-5.322428048E-4,1.177397171E-2,-1.053434372E-2
2.777993148E2,-1.783806425E-2,1.476016302E-2,-3.283854783E-2
2.778491648E2,7.049147375E-3,3.270640075E-3,-4.899323523E-2
2.778990148E2,1.182498867E-2,-2.253544321E-3,-2.100319862E-2
2.779488648E2,-2.096873660E-2,1.019858563E-2,-3.401617706E-2
2.779987158E2,9.341840632E-4,2.412834353E-2,-4.313549459E-2
2.780485658E2,1.056219108E-2,6.699620923E-3,1.764221907E-2
2.780984158E2,-1.406251710E-2,-2.951195721E-2,-9.521839857E-2
2.781482658E2,-2.816375373E-2,5.535993945E-2,1.778664529E-2
2.781981158E2,-3.943727687E-3,-5.027991503E-2,-9.117855728E-2
2.782479658E2,1.549651019E-2,8.292228878E-2,1.030220926E-2
2.782978158E2,-1.821791399E-2,1.978849439E-2,-3.055462539E-2
2.783476658E2,-3.303888805E-2,5.002548806E-3,-7.469934940E-2
2.783975158E2,2.677937061E-2,6.329315842E-2,-7.680668592E-2
2.784473661E2,6.943203136E-3,-6.063019937E-2,8.069157600E-3
2.784972161E2,-1.748489242E-2,3.619072001E-2,-1.633010387E-2
2.785470661E2,-1.029424243E-2,-3.741222164E-3,-7.170615971E-2
2.785969161E2,-8.596320637E-4,2.974616560E-2,7.484436035E-3
2.786467661E2,9.562554751E-3,-2.259448182E-2,-4.100184560E-2
2.786966161E2,6.635804046E-3,1.643352650E-2,-5.179229736E-2
2.787464661E2,-1.276158471E-2,9.392062733E-3,-9.583001733E-3
2.787963161E2,-1.484644599E-3,-7.710485738E-3,-1.511797607E-2
2.788461661E2,-2.056429200E-3,2.831687769E-2,-4.416109622E-2
2.788960161E2,-2.477574907E-3,-5.345551958E-3,-8.842159510E-3
2.789458661E2,-1.042099910E-2,1.227475832E-2,-2.635573983E-2
2.789957161E2,9.981507752E-3,3.222336592E-3,-6.797095835E-2
2.790455671E2,-6.863772366E-3,2.135583141E-2,-1.871927619E-2
2.790954171E2,-1.683148434E-2,-9.861237835E-4,-9.292979836E-3
2.791452671E2,5.788195319E-3,1.664822895E-2,-7.111383677E-2
2.791951171E2,8.837774098E-3,2.039508820E-3,-2.845781386E-2
2.792449671E2,-1.396826729E-3,7.381588994E-3,-1.857426524E-2
2.792948171E2,-1.480721483E-2,-4.129184922E-3,-4.506799936E-2
2.793446671E2,-1.654250398E-3,1.250140188E-2,-3.712689579E-2
2.793945171E2,7.493462674E-3,2.297523606E-2,-2.530382574E-2
2.794443712E2,-1.206346370E-2,1.001059765E-2,-3.967160404E-2
2.794942212E2,1.467466576E-2,1.976157892E-3,-2.425425053E-2
2.795440712E2,-1.327334398E-2,5.807545949E-3,-6.602091193E-3
2.795939212E2,-1.091930978E-3,1.805081153E-3,-4.087203741E-2
2.796437712E2,8.889503684E-3,1.101985448E-2,-4.492298841E-2
2.796936212E2,-1.397312779E-2,1.563827776E-2,-9.294149280E-3
2.797434712E2,-1.322303966E-2,-4.327725302E-3,-4.192687511E-2
2.797933212E2,5.243180003E-3,7.502187816E-3,-2.755792737E-2
2.798431712E2,4.664799012E-3,7.673054421E-3,-3.489092052E-2
2.798930212E2,-3.104560878E-3,4.922259226E-3,-6.902053356E-3
2.799428712E2,2.453272417E-3,1.035371044E-2,-4.730748296E-2
2.799927212E2,-4.627285469E-3,2.391629973E-2,-2.799588382E-2
2.800425712E2,-3.826582376E-3,-6.927013658E-3,-1.676689088E-2
2.800924212E2,-4.317437857E-4,7.513005165E-3,-4.310684323E-2
2.801422712E2,7.972313091E-4,-5.208571795E-3,-4.236015379E-2
2.801921212E2,5.647624601E-3,2.650441443E-2,-2.215626955E-2
2.802419712E2,8.506547604E-3,3.099429946E-2,-1.601844728E-2
2.802918212E2,-5.644253315E-2,-2.189599536E-2,-6.889189482E-3
2.803416712E2,-1.293614237E-2,-5.960852634E-3,-2.948224604E-2
2.803915212E2,4.739504501E-2,1.999042433E-2,-5.449312627E-2
2.804413673E2,1.848315831E-2,4.618616972E-2,-3.144983411E-2
2.804912173E2,-1.565193649E-2,-7.214203309E-3,-5.848969817E-3
2.805410673E2,-2.270831980E-2,-8.885465451E-3,-4.970425665E-2
2.805909173E2,1.642806301E-2,1.276875668E-2,-2.291056037E-2
2.806407673E2,-1.221446805E-3,1.086647470E-2,-3.489618301E-2
2.806906173E2,-2.236068456E-2,1.516572224E-2,-9.145630002E-3
2.807404673E2,1.285740595E-2,-6.009347979E-3,-3.234621227E-2
2.807903173E2,-1.795113478E-3,2.802636243E-2,-2.083362937E-2
2.808401673E2,-8.251353186E-3,2.895870097E-3,-2.951265156E-2
2.808900173E2,-9.029562771E-4,2.308829745E-2,-2.727258325E-2
2.809398673E2,1.616280042E-3,1.994888169E-2,-4.598776639E-2
2.809897173E2,-1.103769762E-2,-1.788754631E-3,-1.469873071E-2
2.810395673E2,1.139658876E-3,6.819525389E-3,-3.594049573E-2
2.810894173E2,1.707145773E-2,2.175177927E-2,-2.157330215E-2
2.811392673E2,3.588545881E-3,1.535515375E-2,-4.192804456E-2
2.811891173E2,-1.456672981E-2,-9.558297247E-3,-3.310459614E-2
2.812389673E2,1.403914651E-2,1.487795700E-2,-2.727609158E-2
2.812888173E2,1.275058463E-4,9.018224655E-3,-2.801693380E-2
2.813386673E2,-1.754109878E-2,4.899089634E-3,-2.966994166E-2
2.813885173E2,-1.559379324E-3,5.618224069E-3,-4.748114526E-2
2.814383665E2,1.448348008E-2,3.284930122E-2,-4.666078091E-3
2.814882165E2,-1.425300842E-2,4.548238423E-3,-3.759525776E-2
2.815380665E2,4.543834738E-4,1.762886183E-2,-2.455830574E-2
2.815879165E2,7.829494849E-3,9.582088105E-3,-3.624104261E-2
2.816377665E2,5.551054180E-3,6.793176373E-3,-2.996464133E-2
2.816876165E2,-2.015423773E-2,1.103941524E-2,-2.308539212E-2
2.817374665E2,9.627897386E-3,-3.181817215E-3,-4.209469020E-2
2.817873165E2,8.231198564E-3,9.071991630E-3,-5.571636379E-2
2.818371665E2,-1.047952607E-2,6.063964628E-3,-2.308773100E-2
2.818870165E2,-2.829010841E-3,2.388174634E-2,-4.958906651E-2
2.819368665E2,3.426888641E-3,5.796344876E-3,-4.614154816E-2
2.819867165E2,-1.164586287E-2,1.206207499E-3,-4.389738679E-2
2.820365665E2,-4.028000683E-4,1.473818114E-2,-4.389037013E-2
2.820864165E2,8.578632809E-3,1.276375914E-2,-5.167535305E-2
2.821362665E2,-5.952995438E-3,2.659325556E-2,-2.398001611E-2
2.821861165E2,-8.138849102E-3,7.750447802E-3,-4.298405170E-2
2.822359665E2,3.490970470E-3,9.233082421E-3,-4.672217667E-2
2.822858165E2,1.258382935E-2,1.566369488E-2,-4.926454604E-2
2.823356665E2,-1.031426914E-2,3.198966002E-3,-3.234445810E-2
2.823855175E2,1.962636206E-3,1.213932219E-2,-5.688756108E-2
2.824353680E2,-3.536925931E-3,1.128136206E-2,-2.096168339E-2
2.824852180E2,-8.856302463E-3,-7.016841508E-4,-5.493809938E-2
2.825350680E2,3.988879155E-3,1.339977175E-2,-5.643381715E-2
2.825849180E2,1.279136896E-2,1.378747869E-2,-4.013002574E-2
2.826347690E2,-1.077866597E-2,7.935731448E-3,-2.216913342E-2
2.826846190E2,-2.197738130E-2,-7.976232553E-3,-4.790623784E-2
2.827344690E2,2.417423503E-2,2.684574564E-2,-4.011657715E-2
2.827843190E2,1.467537839E-2,2.171427486E-2,-5.192502916E-2
2.828341700E2,-6.862073019E-3,-2.128386497E-3,-4.967911363E-2
2.828840200E2,-1.988939540E-2,-7.363946848E-3,-1.030864120E-2
2.829338700E2,1.203302164E-3,5.569286529E-2,-3.306425035E-2
2.829837210E2,4.571545059E-2,-8.908991357E-3,-1.061287183E-1
2.830335710E2,-7.517880281E-2,4.671285767E-4,-8.620959342E-2
2.830834210E2,-2.646281697E-2,5.079566686E-2,1.041880274E-1
2.831332720E2,-2.650974087E-2,2.071716014E-2,-5.967902184E-2
2.831831220E2,8.942040917E-2,-4.645691408E-2,-7.284812093E-2
2.832329730E2,4.422565313E-2,1.212505498E-1,4.072000980E-3
2.832828230E2,-1.054556306E-1,-9.693208957E-2,-9.485704064E-2
2.833326730E2,-5.579091579E-2,-1.230394141E-1,-8.898175836E-2
2.833825240E2,7.977045681E-3,2.038319277E-2,1.443092823E-2
2.834323785E2,8.684074553E-2,1.875949772E-1,-1.638185173E-1
2.834822295E2,1.321390338E-2,-1.171613818E-1,-1.621532303E-1
2.835320795E2,1.164604560E-2,8.150189046E-2,1.743078375E-1
2.835819305E2,-1.232225233E-1,-6.262234574E-2,-9.615512252E-2
2.836317805E2,-8.581830505E-2,6.812682319E-3,-1.196252614E-1
2.836816315E2,9.706339611E-2,-7.355283832E-2,8.724279642E-2
2.837314815E2,4.377156202E-2,1.613023325E-1,-8.267436683E-2
2.837813325E2,-1.356929350E-1,-1.656090444E-1,-1.230540687E-1
2.838311825E2,-1.019376168E-2,9.686065304E-2,3.846006095E-2
2.838810335E2,5.248278044E-2,-4.320653826E-2,-1.288141608E-2
2.839308835E2,-1.578443075E-2,4.954175888E-2,-1.121338087E-1
2.839807345E2,-3.884049542E-3,-1.265357567E-2,4.353778303E-2
2.840305845E2,-3.107776847E-3,1.602108766E-2,-2.292693257E-2
2.840804355E2,1.371685529E-2,3.809822794E-2,-1.128951162E-1
2.841302855E2,-2.155605286E-2,1.409607464E-2,2.675393522E-2
2.841801365E2,-2.963409092E-2,-1.531416843E-2,-1.470165431E-2
2.842299865E2,-1.704061367E-3,3.369967824E-2,-5.241853416E-2
2.842798375E2,-2.120507374E-2,-2.766835752E-2,-4.373308003E-2
2.843296875E2,1.804525668E-2,1.330002191E-2,-2.053542137E-2
2.843795385E2,3.710617471E-2,7.020451250E-2,-1.245690823E-2
2.844293885E2,-2.158126898E-2,7.718105391E-3,-6.918425560E-2
2.844792380E2,-5.052831206E-2,-4.666628094E-2,-2.861861229E-2
2.845290890E2,-2.594201278E-2,5.816730645E-2,-7.726452291E-2
2.845789390E2,3.258002780E-2,-1.833516894E-2,-5.017320335E-2
2.846287900E2,4.534608928E-2,-7.371228458E-3,6.461641073E-2
2.846786400E2,-3.925820589E-2,1.113550418E-1,-9.347358942E-3
2.847284900E2,-4.849371856E-2,-1.102214769E-2,-6.740845621E-2
2.847783410E2,3.255990973E-2,-5.270250784E-2,-5.409551561E-2
2.848281910E2,3.356352948E-2,1.792895190E-2,-3.989496768E-2
2.848780420E2,5.150117911E-3,7.154843107E-2,2.752284408E-3
2.849278920E2,-3.545981806E-2,-2.392613037E-2,2.461677790E-3
2.849777420E2,-1.183498375E-2,1.761611673E-2,-7.732884228E-2
2.850275930E2,-2.291213181E-2,1.183108256E-2,2.789706588E-2
2.850774430E2,2.119306868E-2,8.267433029E-3,-6.461056352E-2
2.851272930E2,2.451925730E-2,5.987634709E-2,-3.393022299E-2
2.851771440E2,-1.898378961E-2,-1.089129796E-2,1.380878448E-2
2.852269940E2,-3.448461212E-2,2.071043584E-2,-4.096442342E-2
2.852768440E2,3.850124728E-2,3.289497346E-3,-1.986942351E-2
2.853266950E2,-2.313432600E-2,3.295074128E-2,3.344607353E-4
2.853765450E2,-2.416336287E-2,-3.220079019E-2,-7.794981658E-2
2.854263950E2,-8.153741229E-3,5.368474871E-2,-1.319131851E-3
2.854762446E2,3.003148232E-3,-2.476167007E-2,-3.111069560E-2
2.855260956E2,-2.173592784E-3,4.217759276E-2,-3.320984602E-2
2.855759456E2,-3.735406011E-2,-1.068902085E-2,-1.554423809E-2
2.856257956E2,2.766339652E-2,3.631431554E-3,-5.071465552E-2
2.856756456E2,-1.665285191E-2,2.274303764E-2,-2.378647327E-3
2.857254966E2,-2.235456325E-2,1.149116747E-2,-1.210198224E-2
2.857753466E2,1.021283822E-2,5.277660303E-3,-5.252086043E-2
2.858251966E2,1.542992502E-2,2.625433632E-2,-4.114627182E-2
2.858750466E2,-2.772287367E-2,1.845630680E-2,3.592763186E-2
2.859248976E2,1.576774791E-3,1.054288614E-2,-7.168452501E-2
2.859747476E2,3.183443472E-3,4.066292636E-2,-2.382155657E-3
2.860245976E2,8.156902380E-3,-1.292176187E-2,-6.115602851E-3
2.860744476E2,-3.068428740E-2,8.124998510E-3,-2.047344089E-2
2.861242976E2,2.190942569E-2,-6.067052688E-3,-4.965163171E-2
2.861741486E2,-2.186960980E-2,3.184613829E-2,-1.283346891E-2
2.862239986E2,-5.223829374E-3,1.663112585E-2,-4.263029516E-2
2.862738486E2,-1.992957674E-2,-1.967357833E-2,2.097688615E-2
2.863236986E2,8.970907889E-4,1.950753568E-2,-4.488907456E-2
2.863735486E2,-2.439805549E-2,5.135515404E-2,-1.059866309E-2
2.864233996E2,-4.393086210E-3,3.137128042E-2,8.818887591E-2
2.864732463E2,-1.314720858E-2,-5.081084222E-3,1.693938375E-2
2.865230963E2,-2.425160101E-2,2.018866321E-2,-1.324470359E-1
2.865729463E2,2.298502101E-2,1.950046420E-3,3.485525250E-3
2.866227963E2,1.377247693E-2,1.969276451E-2,-1.217992562E-1
2.866726463E2,-1.106766460E-2,2.468060391E-2,2.132081938E-1
2.867224973E2,5.490645133E-3,-6.574049226E-2,-3.152233958E-2
2.867723473E2,-6.044518981E-2,1.112310260E-1,-9.469799638E-2
2.868221973E2,-2.632955527E-2,-2.642424362E-2,-1.294339657E-2
2.868720473E2,2.396082994E-2,3.851605718E-2,-2.034749186E-1
2.869218973E2,-2.963208094E-2,-2.761210548E-3,6.985668540E-2
2.869717473E2,5.601363989E-2,3.156416545E-2,-8.385141134E-2
2.870215983E2,-6.161225751E-2,2.168762435E-2,-2.038514793E-2
2.870714483E2,2.043358846E-2,-4.890565490E-2,-3.772097290E-2
2.871212983E2,1.056482233E-2,1.004263217E-1,-4.566675425E-4
2.871711483E2,-6.814737981E-2,-5.187110687E-2,3.637085080E-2
2.872209983E2,1.369516578E-2,1.098727453E-2,-1.826331031E-1
2.872708483E2,-7.429015394E-3,5.477077765E-2,1.610399204E-1
2.873206983E2,-1.775744576E-3,-9.455176117E-3,-1.176623511E-1
2.873705483E2,-6.091897873E-2,-3.705471922E-3,-1.407717168E-2
2.874203993E2,1.994158180E-2,-1.064544082E-2,1.631957889E-2
2.874702487E2,4.234864209E-2,7.368113902E-2,-1.116502440E-1
2.875200987E2,-5.826348402E-3,1.577577869E-2,3.968212903E-2
2.875699487E2,-2.383973775E-2,-7.143753497E-3,-7.123019636E-2
2.876197987E2,-3.825275889E-2,2.821126236E-2,8.704165220E-3
2.876696487E2,-2.435177112E-2,-1.814618510E-2,-9.503304183E-2
2.877194987E2,5.892129578E-3,-2.545989158E-2,4.012476325E-2
2.877693487E2,1.508654729E-2,5.589680521E-2,7.501392961E-3
2.878191987E2,-3.254028501E-2,7.477629511E-2,-7.408071399E-2
2.878690497E2,-1.896246554E-2,2.367290025E-2,-2.438113511E-2
2.879188997E2,4.234041944E-3,-4.415714934E-2,-5.566081524E-2
2.879687497E2,6.148310713E-3,-8.838634735E-2,3.264968276E-2
2.880185997E2,-4.607753942E-2,1.489074596E-1,-3.965932488E-2
2.880684497E2,-2.342946421E-2,-1.670750510E-2,-8.351812005E-2
2.881182997E2,6.864779184E-2,4.978311184E-2,9.022253752E-4
2.881681497E2,-1.977793286E-2,-1.990377590E-2,-5.462644279E-2
2.882179997E2,-4.526004385E-2,5.610713138E-2,-1.167338133E-2
2.882678497E2,-1.654849738E-2,-2.554270277E-2,4.550887942E-2
2.883176997E2,-5.792471096E-3,-2.299600281E-3,-1.433977014E-1
2.883675497E2,4.049648171E-2,1.167119410E-1,4.190290153E-2
2.884173997E2,-5.875117835E-2,-5.463824686E-2,-1.571790040E-2
2.884672499E2,-7.002124798E-2,4.977999637E-3,2.689134479E-3
2.885171009E2,-2.440465188E-2,-5.066117177E-2,-1.146410948E-1
2.885669509E2,1.191753182E-1,1.027871441E-1,2.982079983E-4
2.886168009E2,-2.695730869E-3,-2.695279537E-2,-2.395311892E-2
2.886666509E2,-9.155153655E-2,5.300024075E-2,-5.224662602E-2
2.887165009E2,-1.048650619E-2,-1.921930449E-2,-2.528803825E-2
2.887663509E2,3.384149149E-2,5.844940720E-2,-4.550303221E-2
2.888162009E2,5.899493415E-3,-8.458463391E-3,4.508203268E-4
2.888660509E2,-3.989259224E-2,-4.951418560E-2,-1.108982921E-2
2.889159009E2,-4.460471716E-2,6.546961999E-2,7.173948884E-3
2.889657509E2,3.037657768E-2,4.116566814E-2,-1.291766882E-1
2.890156009E2,4.550906215E-3,1.905577431E-2,4.174678087E-2
2.890654509E2,-4.233786128E-3,-1.948321491E-2,-3.263038695E-2
2.891153009E2,-2.675751664E-2,3.468785768E-2,-4.851317883E-2
2.891651509E2,-3.148014827E-2,2.501864607E-2,-2.389172316E-3
2.892150009E2,4.064977013E-2,-6.343260538E-2,2.696151137E-3
2.892648509E2,6.481254827E-3,1.156363275E-1,-8.353215337E-2
2.893147009E2,-7.903922595E-2,-6.806433108E-3,3.622291625E-2
2.893645509E2,1.900831137E-2,-5.909958104E-2,-3.816185296E-2
2.894144009E2,-1.155468285E-2,-1.771865314E-2,-3.725787342E-2
2.894642510E2,-1.183904026E-2,2.337037993E-2,-3.216845691E-2
2.895141010E2,-5.024932679E-2,1.133143798E-2,-3.112005115E-2
2.895639510E2,3.065572741E-2,-1.386076075E-2,-1.478760839E-3
2.896138020E2,1.272962602E-2,6.291398476E-2,-1.188458276E-1
2.896636520E2,-9.432545565E-3,-3.563200029E-2,-8.542197347E-3
2.897135020E2,6.797753647E-4,5.377216458E-2,-3.903601170E-3
2.897633520E2,5.780685302E-3,1.499437141E-2,-3.879042864E-2
2.898132020E2,-8.975145293E-2,-7.455263911E-3,-6.003921032E-3
2.898630520E2,2.800902179E-2,-2.729220796E-2,-5.267931998E-2
2.899129020E2,-1.750663675E-2,6.273802925E-2,-3.442548215E-2
2.899627520E2,4.559823219E-3,2.566651756E-2,-3.260933697E-2
2.900126020E2,-4.147024412E-2,3.865424333E-2,2.131310105E-3
2.900624520E2,3.609890046E-2,-1.304293262E-1,-9.785841644E-2
2.901123020E2,-8.094391990E-3,1.532948996E-1,2.591076672E-2
2.901621520E2,-7.192396849E-2,-3.287274490E-2,-5.834468722E-2
2.902120020E2,8.035645746E-3,-2.899414971E-3,-9.249710441E-3
2.902618520E2,1.788436688E-2,1.429859843E-2,-4.352024138E-2
2.903117020E2,-3.685094375E-2,3.875351809E-3,-4.680462241E-2
2.903615520E2,-1.672144705E-2,4.423820637E-3,-2.360520959E-2
2.904114020E2,9.084124602E-3,2.498878872E-2,-3.842263877E-2
2.904612535E2,-6.778658833E-3,8.705243301E-3,-1.853333473E-2
2.905111035E2,-4.478826491E-2,3.258784845E-2,1.784102440E-2
2.905609535E2,8.981889691E-3,-1.934626216E-2,-8.453319669E-2
2.906108035E2,-1.367274536E-2,2.308320855E-2,-1.133131921E-2
2.906606535E2,1.065845087E-2,3.389978092E-3,-3.272686601E-2
2.907105035E2,-3.003732953E-3,2.460024124E-2,-9.023013890E-2
2.907603535E2,-4.291063260E-2,8.935733233E-3,4.328518331E-2
2.908102035E2,9.864453804E-3,3.978345031E-3,-3.873195648E-2
2.908600535E2,-5.070851594E-3,2.650831562E-2,-8.932557464E-2
2.909099035E2,9.315528162E-4,1.839753315E-2,3.986514688E-2
2.909597545E2,-9.001094140E-3,3.489605511E-2,-6.222489953E-2
2.910096045E2,-3.523683814E-2,-1.738528876E-2,-4.935459316E-2
2.910594545E2,1.945251703E-2,3.392591067E-2,4.495748699E-2
2.911093045E2,-2.715806918E-2,-9.543861933E-3,-1.228412300E-1
2.911591545E2,-1.213765025E-2,1.498628581E-2,-1.492326379E-2
2.912090045E2,-4.047735035E-3,3.820599030E-2,1.187511027E-2
2.912588545E2,-2.081577709E-2,1.181515804E-2,-7.240022421E-2
2.913087045E2,-7.600265723E-3,9.112045057E-3,-4.500192583E-2
2.913585555E2,-1.032764465E-3,3.993511247E-2,1.094014049E-3
2.914084055E2,-5.942890719E-3,-1.853384636E-4,-4.531124353E-2
2.914582551E2,-6.749148667E-3,2.239852700E-2,-3.018917441E-2
2.915081051E2,-2.028733497E-2,2.347026682E-2,-1.566878378E-2
2.915579551E2,-5.878644437E-3,1.706254072E-2,-5.637125194E-2
2.916078051E2,-1.263322005E-2,1.271756614E-2,-3.257308424E-2
2.916576561E2,-2.240040908E-2,2.961281254E-2,-2.674282551E-2
2.917075061E2,-1.259201545E-2,9.885933185E-3,-4.380792439E-2
2.917573561E2,-1.529770486E-2,1.763258030E-2,-2.180368245E-2
2.918072061E2,-6.331803650E-3,2.238861415E-2,-6.089875102E-3
2.918570561E2,-2.285661981E-2,5.996584604E-3,-5.174961269E-2
2.919069061E2,-1.445402473E-2,2.508296544E-2,-3.018917441E-2
2.919567571E2,-1.137721986E-3,1.475353008E-2,-2.810054898E-2
2.920066071E2,-1.586053591E-2,2.094139173E-2,-3.064116418E-2
2.920564571E2,-1.263345759E-2,1.296327710E-2,-1.672011316E-2
2.921063071E2,-2.765550278E-3,2.765183914E-2,-5.668817103E-2
2.921561571E2,-2.042392228E-2,3.427382000E-4,-2.600490689E-2
2.922060071E2,-7.248610519E-3,2.315120070E-2,-1.284808695E-2
2.922558581E2,-1.276801664E-2,1.991883248E-2,-6.478890359E-2
2.923057081E2,-1.189351073E-2,1.595950917E-2,-3.036283672E-2
2.923555581E2,-1.298176892E-2,-8.320898507E-3,-4.618130922E-3
2.924054081E2,-9.735924695E-3,2.813437147E-2,-7.676634014E-2
2.924552597E2,-1.631007716E-3,1.562637320E-2,-1.487531662E-3
2.925051097E2,-1.972000888E-2,1.426890554E-2,-4.055687249E-2
2.925549597E2,-8.617516793E-4,-1.023276444E-2,-3.770869374E-2
2.926048097E2,-4.523259848E-3,2.791290818E-2,-2.453959465E-2
2.926546607E2,-1.746970793E-2,2.433699776E-2,-5.433291256E-2
2.927045107E2,2.156160772E-4,1.830977923E-2,-1.497179568E-2
2.927543607E2,-1.029078892E-2,1.224935948E-2,-6.916495979E-2
2.928042107E2,-2.007310761E-2,2.080189909E-2,-2.400282025E-3
2.928540617E2,-9.622488711E-3,-9.430462494E-5,-4.461133182E-2
2.929039117E2,5.484596919E-3,1.349573004E-2,-6.751136720E-2
2.929537617E2,-5.196274370E-3,2.006183345E-2,1.318313241E-2
2.930036117E2,-1.923702886E-2,1.668486541E-2,-7.348663688E-2
2.930534627E2,5.912540015E-3,1.286023820E-2,-1.555768669E-2
2.931033127E2,-2.470985826E-2,6.521765068E-3,-2.798009634E-2
2.931531627E2,-1.065918177E-2,3.520710871E-2,-2.857651234E-2
2.932030127E2,-1.797525454E-3,4.032934271E-4,-3.575572371E-2
2.932528637E2,-1.413586311E-2,1.453088821E-2,-5.162448227E-2
2.933027137E2,-5.084373280E-3,2.124901922E-2,-9.270175695E-3
2.933525637E2,-8.854000121E-3,2.832784122E-3,-6.257105470E-2
2.934024147E2,-2.014712971E-3,2.857560785E-2,-4.266537845E-2
2.934522648E2,-1.422605641E-2,4.390564598E-3,1.346087515E-2
2.935021148E2,-1.869314644E-2,8.029232081E-3,-6.692196786E-2
2.935519648E2,4.309215210E-4,3.342805680E-2,-2.621599138E-2
2.936018158E2,-1.673473120E-2,-9.176748153E-3,-2.008167744E-2
2.936516658E2,-6.892113090E-3,3.163035776E-2,-5.735299945E-2
2.937015158E2,8.765908163E-3,1.339474680E-2,-2.217790425E-2
2.937513668E2,-1.354681095E-2,7.544899900E-3,-4.313315570E-2
2.938012168E2,7.353823856E-3,1.376209812E-2,-1.932446301E-2
2.938510668E2,-1.227975586E-2,1.576794891E-2,-4.027737558E-2
2.939009178E2,-1.577397885E-2,8.339901958E-3,-3.892082155E-2
2.939507678E2,1.319605110E-2,2.430086380E-2,-5.821955681E-2
2.940006178E2,-2.074363707E-2,2.167186428E-2,-2.140899539E-2
2.940504688E2,-1.880714888E-2,4.505791292E-3,2.799003661E-2
2.941003188E2,-1.564305604E-2,1.797412165E-2,-1.252841967E-1
2.941501688E2,2.268208042E-3,2.091073953E-2,3.126389265E-2
2.942000198E2,-2.836173680E-3,1.395401470E-2,-6.856737435E-2
2.942498698E2,-2.909907069E-2,4.907887867E-3,-7.905435562E-2
2.942997208E2,6.004195120E-3,6.245465856E-3,7.613659501E-3
2.943495708E2,-1.673407339E-2,4.167328868E-3,-4.327699721E-2
2.943994218E2,2.794183362E-2,6.544240303E-3,-1.004575038E-1
2.944492708E2,-1.013307855E-2,5.044836053E-2,-1.229669452E-2
2.944991208E2,-5.071304753E-2,6.680480428E-3,-6.229155779E-2
2.945489718E2,-6.343022995E-3,-5.227977242E-3,-1.348426402E-2
2.945988228E2,-1.836140832E-2,-1.662696884E-2,-9.118440449E-2
2.946486728E2,7.856044862E-3,6.355550654E-2,-1.499109149E-2
2.946985238E2,1.565027369E-2,2.243201145E-2,-7.126294076E-2
2.947483738E2,-3.259727709E-2,2.048288779E-3,-2.770469248E-2
2.947982248E2,-6.431114953E-3,-1.137705540E-2,-5.793245852E-2
2.948480748E2,-8.125400506E-3,5.995888419E-2,-3.487981081E-2
2.948979258E2,-6.859405227E-3,-1.642133871E-2,-5.598416626E-2
2.949477768E2,-1.549258159E-2,3.595429150E-2,-3.309173226E-2
2.949976268E2,6.886850595E-3,-3.827121416E-3,-3.967569709E-2
2.950474778E2,-8.682347797E-3,1.528485012E-2,-6.602500498E-2
2.950973288E2,-4.788814802E-3,2.124399427E-2,-2.217498064E-2
2.951471788E2,-1.093919031E-2,5.911918748E-3,-4.597958028E-2
2.951970298E2,-3.051844575E-3,1.096754017E-2,-6.484094381E-2
2.952468808E2,-1.053290019E-2,1.706429489E-2,-2.726556659E-3
2.952967318E2,-5.409003384E-3,6.057313420E-3,-7.696631491E-2
2.953465818E2,4.596953038E-3,1.356917655E-2,-2.771404803E-2
2.953964328E2,-1.158486910E-2,1.826028803E-2,-4.403713524E-2
2.954462843E2,-1.918782089E-3,1.351105157E-2,-4.493292868E-2
2.954961353E2,-8.704676852E-3,1.066385955E-3,-4.014581323E-2
2.955459853E2,-4.627523012E-4,1.386246923E-3,-3.640125632E-2
2.955958363E2,-1.319362085E-2,2.304336525E-2,-5.105847180E-2
2.956456873E2,-1.291591465E-2,9.411276318E-3,-3.340104997E-2
2.956955383E2,-1.278245196E-2,1.436940456E-2,-2.996230245E-2
2.957453893E2,-4.612155799E-3,1.434173078E-2,-6.543209732E-2
2.957952393E2,-7.251990940E-3,1.059668052E-2,-2.172123671E-2
2.958450903E2,-9.971951209E-3,1.079629898E-2,-4.536211431E-2
2.958949413E2,-7.801647484E-3,1.378132998E-2,-4.955690682E-2
2.959447923E2,-9.785607755E-3,7.228437625E-3,-4.911134899E-2
2.959946433E2,-1.534620021E-3,2.746126559E-3,-1.453851700E-2
2.960444943E2,-2.435109504E-3,1.029751321E-2,-5.645662129E-2
2.960943453E2,-1.308164667E-2,2.588598914E-3,-2.098039448E-2
2.961441953E2,-1.530669495E-2,1.859719729E-2,-1.783400774E-2
2.961940463E2,-2.398820221E-4,-3.330409583E-3,-4.881898820E-2
2.962438973E2,-3.826966099E-3,1.689766752E-2,-3.833317637E-2
2.962937483E2,-1.607123667E-2,2.700404073E-2,-9.589433670E-3
2.963435993E2,-8.093240820E-3,1.878714957E-2,-2.380986214E-2
