"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.225224956E2,-3.412983231E-3,1.496830562E-2,3.822909594E-3
6.225723476E2,-1.227465782E-2,1.151179718E-3,-2.970268607E-2
6.226221996E2,-3.310583867E-3,4.902844643E-3,-2.148091614E-2
6.226720506E2,-2.615240291E-3,7.891073339E-3,-4.334014714E-2
6.227219026E2,-1.445117421E-2,1.148571768E-2,-2.225099444E-2
6.227717537E2,-1.841701169E-2,-5.882166470E-3,-3.318821132E-2
6.228216047E2,-9.311179295E-3,9.706291188E-3,-4.531182826E-2
6.228714567E2,2.466867194E-3,6.916662259E-3,-3.662345052E-2
6.229213077E2,-2.830381282E-2,4.543825602E-3,-1.851462364E-2
6.229711597E2,-7.384960279E-3,5.646838881E-3,-1.551967978E-2
6.230210117E2,5.364601091E-3,2.634061016E-3,-4.469377756E-2
6.230708627E2,-9.456117153E-3,-1.622003918E-3,-1.281709671E-2
6.231207147E2,-1.421501979E-2,2.102951109E-3,-4.605500937E-2
6.231705667E2,-6.054609083E-3,6.360308826E-3,-1.475603342E-2
6.232204177E2,-2.448587336E-2,2.277389998E-3,-3.915938795E-2
6.232702697E2,1.213297248E-3,8.126944536E-3,-4.949141800E-2
6.233201217E2,-1.637706432E-2,9.492781023E-3,-9.682404399E-3
6.233699727E2,-2.768356942E-2,1.031280734E-2,-1.956653774E-2
6.234198247E2,1.086811010E-2,-8.039190620E-4,-3.542067826E-2
6.234696767E2,-7.401405573E-3,1.345773228E-3,-3.586857498E-2
6.235195277E2,-2.786629491E-2,4.683222310E-3,-4.741507173E-3
6.235693797E2,-7.260962762E-3,1.425501840E-2,-5.337806225E-2
6.236192317E2,-8.645802699E-3,2.079959675E-3,-5.174668908E-2
6.236690837E2,-2.189482592E-2,9.701736756E-3,5.876451731E-3
6.237189347E2,-2.104624875E-2,6.885187794E-3,-5.968194544E-2
6.237687867E2,1.953119863E-2,7.410011943E-3,-6.972278416E-2
6.238186423E2,1.123818769E-1,4.940182770E-2,-2.735152066E-2
6.238684933E2,-9.319105927E-2,-3.082769493E-2,1.455371976E-2
6.239183453E2,-6.351673219E-2,1.408011813E-2,-3.498447597E-2
6.239681973E2,2.733072650E-2,-4.209812544E-3,-5.953751922E-2
6.240180493E2,-3.861179620E-2,2.639818696E-2,-7.376087129E-2
6.240679013E2,2.395776015E-2,-6.496507837E-3,-4.082525969E-2
6.241177533E2,-1.755860388E-2,8.974425355E-3,-2.077632666E-2
6.241676043E2,-7.323929965E-3,-1.590812677E-3,-4.202452362E-2
6.242174563E2,-5.408674479E-3,8.463232527E-3,-4.157370329E-2
6.242673083E2,-2.493548770E-2,-3.502208088E-4,-4.772088110E-2
6.243171603E2,-1.264880653E-2,1.599115266E-2,-4.981126070E-2
6.243670123E2,2.040458992E-3,-6.763981408E-3,-6.791950285E-2
6.244168643E2,-2.203121223E-3,3.773304191E-3,-5.685774028E-2
6.244667163E2,-1.858566731E-2,-1.605745917E-4,-3.394659519E-2
6.245165683E2,9.848903865E-3,2.772452733E-3,-6.286166131E-2
6.245664203E2,-1.754285295E-2,8.999335407E-3,-2.200307250E-2
6.246162723E2,-8.188440800E-3,-5.312300487E-3,-3.802210450E-2
6.246661243E2,1.195602112E-2,-4.245754648E-3,-7.321240246E-2
6.247159763E2,-8.115167879E-3,5.944156093E-3,-3.069963634E-2
6.247658283E2,-5.183337405E-3,1.204039004E-2,-3.204566538E-2
6.248156765E2,-3.071688563E-3,-1.423134631E-3,-6.319261372E-2
6.248655295E2,-1.113587603E-2,1.028225563E-2,-3.848461926E-2
6.249153815E2,-1.354449034E-2,-1.772894058E-4,-2.770176888E-2
6.249652335E2,-8.735118918E-3,8.311346532E-3,-6.258099496E-2
6.250150855E2,5.862418413E-3,8.131480697E-3,-2.470214725E-2
6.250649375E2,-2.694597971E-2,-1.125400806E-2,-3.218541384E-2
6.251147905E2,2.711024992E-3,7.490959335E-3,-7.963673830E-2
6.251646425E2,-1.486446273E-2,7.039746149E-3,-1.960395992E-2
6.252144945E2,-9.548832066E-3,6.030841065E-3,-4.924875855E-2
6.252643465E2,6.260504164E-3,5.351778329E-3,-8.381574333E-2
6.253141995E2,-9.075463414E-3,-5.029980470E-3,-2.739186645E-2
6.253640515E2,-6.610277295E-3,6.870263689E-3,-2.814732671E-2
6.254139035E2,-1.574106999E-3,1.541358023E-3,-8.353039920E-2
6.254637565E2,-9.542180859E-3,-4.234256647E-3,-6.588057876E-3
6.255136085E2,-4.521359503E-3,-2.178960345E-3,-4.534925044E-2
6.255634605E2,-1.995873973E-2,-1.132820374E-3,-8.829821885E-2
6.256133135E2,-1.576372795E-2,-9.841096918E-3,-2.751992047E-2
6.256631655E2,7.743504234E-3,1.404526781E-2,-2.588445425E-2
6.257130175E2,-6.592370197E-4,5.472121336E-3,-1.257092893E-1
6.257628705E2,-1.397199489E-2,-4.806434107E-3,-2.197559059E-2
6.258127233E2,-4.083183780E-4,-5.506629045E-3,-2.210247517E-3
6.258625763E2,5.268012397E-3,3.880751347E-3,-8.305092752E-2
6.259124283E2,-1.919476446E-2,3.361267350E-3,-5.400371432E-2
6.259622813E2,1.026862431E-2,3.177587120E-3,-1.597283900E-2
6.260121333E2,-2.406399675E-2,-3.492637840E-3,-5.397623241E-2
6.260619863E2,1.567192666E-2,7.624915391E-3,-6.384165466E-2
6.261118383E2,6.703712147E-2,-1.860681322E-2,-2.821106136E-2
6.261616913E2,5.225408122E-2,2.520361908E-2,-2.239775956E-2
6.262115433E2,3.319120802E-2,-8.057412920E-3,-4.633158267E-2
6.262613953E2,2.304168418E-2,2.065447616E-2,-1.068017328E-1
6.263112483E2,1.224713936E-2,-3.894518342E-2,-4.406812549E-2
6.263611003E2,-3.826732211E-2,-1.210227916E-2,-6.338089406E-2
6.264109533E2,8.262846619E-5,5.034856500E-2,-2.328127384E-2
6.264608053E2,2.339580618E-3,-2.642914980E-2,-1.652423143E-2
6.265106583E2,-2.478397172E-2,2.423553030E-2,-5.290970027E-2
6.265605103E2,-1.021329504E-2,-2.222567326E-2,-3.612526774E-2
6.266103633E2,3.727636524E-3,3.531489847E-2,2.255271077E-2
6.266602153E2,-4.806754790E-2,-1.922662265E-2,-2.937875032E-2
6.267100673E2,-3.431690667E-2,2.809647420E-2,-4.328927636E-2
6.267599203E2,-3.751829378E-2,-4.276691901E-2,-4.180700719E-2
6.268097725E2,-6.507274937E-2,2.193577927E-2,-4.136320353E-2
6.268596255E2,-8.652154237E-2,-1.930177307E-2,1.288726330E-3
6.269094775E2,-8.013806395E-2,-2.692840608E-2,-6.412290573E-2
6.269593295E2,2.294016190E-2,-2.167571979E-3,-4.569832921E-2
6.270091825E2,8.509343304E-3,2.380235669E-2,-3.598201096E-2
6.270590345E2,-4.005090561E-2,-1.752250646E-3,1.426135898E-3
6.271088865E2,-5.183593221E-3,-7.385540432E-3,-2.806078792E-2
6.271587395E2,-1.566505618E-3,6.083201054E-3,-6.024444759E-2
6.272085915E2,-1.815973420E-2,-6.357988212E-3,-2.160546184E-3
6.272584435E2,-8.403618336E-3,2.505933903E-3,6.730145216E-4
6.273082955E2,1.873155534E-3,-2.758241259E-5,-5.276001155E-2
6.273581485E2,-1.819708329E-2,7.853632886E-3,2.326607108E-3
6.274080005E2,-1.636953603E-2,-1.325138495E-2,-3.513591886E-3
6.274578525E2,1.047466557E-2,-3.021918708E-3,-7.117347836E-2
6.275077055E2,-3.125194240E-2,1.341743674E-2,-2.274566889E-4
6.275575575E2,-1.170433503E-2,1.339542288E-3,-3.389046192E-2
6.276074095E2,7.795727178E-3,1.209581525E-2,-3.300285459E-2
6.276572615E2,-1.924143255E-2,5.213505384E-3,-1.549687564E-2
6.277071135E2,-3.129429817E-3,5.460426905E-3,-3.556861281E-2
6.277569665E2,1.052243002E-2,-5.353482245E-3,-4.124333560E-2
6.278068181E2,-3.804224085E-2,3.821187406E-3,3.779640198E-2
6.278566701E2,-2.325364575E-3,-2.978343247E-3,-4.213562071E-2
6.279065221E2,-3.093867783E-2,9.308621138E-3,-5.484746754E-2
6.279563741E2,-3.166961633E-2,-2.825087267E-2,4.214497626E-2
6.280062271E2,-5.079878233E-2,4.464754344E-2,-7.428770542E-2
6.280560791E2,3.600868888E-2,-4.533433090E-3,6.940411091E-2
6.281059311E2,4.221496012E-2,-1.105002246E-2,-1.189078081E-1
6.281557831E2,-2.388744738E-2,6.453430303E-3,-1.307495892E-2
6.282056351E2,-3.112169567E-2,-2.829268483E-2,-3.909916162E-2
6.282554871E2,-2.015498690E-3,1.353175437E-2,6.671556115E-2
6.283053401E2,1.260418497E-2,-3.450624682E-3,-1.305677408E-1
6.283551921E2,-3.087275047E-2,5.923782201E-3,-6.030818224E-3
6.284050441E2,2.701285724E-2,-1.289581028E-2,-2.131368577E-2
6.284548961E2,-5.909762587E-2,2.226908427E-2,-1.338018358E-2
6.285047481E2,9.596596509E-3,-3.851660536E-2,-3.404599786E-2
6.285546001E2,-1.286716349E-3,3.137022518E-2,-5.903056562E-2
6.286044521E2,-1.951252408E-2,-1.826697579E-3,1.160555363E-2
6.286543041E2,-3.943603434E-2,-1.822759388E-2,-4.271098673E-2
6.287041571E2,1.609997939E-2,1.720869828E-2,-2.093303204E-4
6.287540091E2,-1.847979616E-2,1.099990543E-2,-2.446475029E-2
6.288038646E2,-6.334288716E-3,-1.555250185E-2,-5.903290451E-2
6.288537166E2,-5.447777733E-3,-5.250881882E-3,-1.756912887E-2
6.289035686E2,-2.754210334E-2,1.695088631E-2,-3.987567186E-2
6.289534206E2,-1.573401678E-2,1.092638126E-2,-4.451426804E-2
6.290032726E2,1.007102497E-2,-2.067223708E-2,-2.282343686E-2
6.290531246E2,-1.283076458E-2,7.213280546E-3,2.281408131E-2
6.291029766E2,-2.946693365E-2,2.625159087E-2,-5.666010439E-2
6.291528286E2,-1.294748962E-2,-2.348115725E-2,-1.846901536E-2
6.292026806E2,-1.503589578E-2,-3.350005293E-2,-6.369313538E-2
6.292525326E2,4.132519662E-3,4.362828696E-2,-3.750579536E-2
6.293023846E2,1.807337813E-3,1.149689591E-2,3.208659589E-2
6.293522376E2,-2.145935453E-2,-3.168802592E-4,-5.652152538E-2
6.294020896E2,-5.111135256E-2,-4.337470966E-2,-4.857165098E-2
6.294519416E2,3.389959820E-2,1.661475364E-2,-9.500555992E-3
6.295017936E2,-4.063504245E-2,5.390988935E-2,-1.271430266E-1
6.295516456E2,3.775890671E-2,-1.175839436E-1,-1.189382136E-2
6.296014976E2,-1.284082179E-1,1.271342832E-1,2.950610268E-1
6.296513496E2,-1.951726764E-1,-7.022347941E-2,2.714306742E-1
6.297012016E2,1.737724518E-1,1.050620948E-1,-3.733137292E-1
6.297510536E2,-1.998848744E-2,-9.934181850E-2,-9.038684428E-2
6.298009020E2,-1.727233517E-1,4.245136122E-2,2.633036292E-1
6.298507540E2,1.118233581E-1,-2.376359604E-2,-2.237688500E-1
6.299006060E2,-1.365412563E-2,5.035799820E-2,-3.756075919E-2
6.299504580E2,-5.095124848E-2,-5.029169169E-2,5.735299945E-2
6.300003100E2,8.810621090E-3,-7.461195637E-3,-8.139967382E-2
6.300501620E2,-7.245065644E-3,2.598022068E-2,-2.422559917E-2
6.301000140E2,-3.980557837E-2,2.000043312E-2,4.224028587E-2
6.301498660E2,1.039360855E-2,-6.509871923E-3,-6.149575174E-2
6.301997180E2,-1.072291642E-2,-4.899167293E-3,-5.221797466E-2
6.302495700E2,7.072207332E-4,-5.869729717E-3,-1.020923853E-3
6.302994220E2,9.469821565E-3,-3.938298913E-2,-5.715828717E-2
6.303492730E2,1.493093826E-2,4.555678091E-2,-4.189413071E-2
6.303991250E2,2.016361155E-2,-2.072693139E-2,-3.050726295E-2
6.304489770E2,-1.027108014E-1,-7.943876437E-4,-6.273477674E-3
6.304988290E2,1.567229211E-2,-1.544231838E-2,3.262746334E-4
6.305486810E2,-3.063743658E-2,4.145590017E-2,6.436498046E-2
6.305985330E2,1.497354984E-2,-4.337822713E-2,-1.161356431E-1
6.306483850E2,1.784179185E-2,1.127121395E-2,-6.897492528E-2
6.306982370E2,-3.869566720E-2,8.718532012E-3,2.398586333E-2
6.307480890E2,-1.260670658E-2,-1.404198789E-2,-6.193253875E-2
6.307979406E2,7.819225676E-3,7.226053057E-3,-1.732237637E-2
6.308477926E2,-1.416162740E-2,1.009867134E-2,-6.537830293E-2
6.308976446E2,-8.706065565E-3,-2.234705323E-3,1.988053322E-4
6.309474966E2,-3.775839508E-4,1.249064849E-2,-9.251464605E-3
6.309973486E2,-1.246231690E-2,-5.439048023E-3,-9.830338955E-3
6.310471996E2,1.523693036E-2,-7.231543958E-4,-6.132910609E-2
6.310970516E2,-1.467486676E-2,-1.208989266E-2,-2.196798921E-2
6.311469036E2,-1.253792871E-2,1.935591007E-2,-2.944306970E-2
6.311967556E2,-6.715746447E-3,1.745614513E-2,-6.626707971E-2
6.312466076E2,1.923540261E-2,3.045675762E-2,2.438873649E-3
6.312964596E2,-5.626552697E-2,-5.119540171E-2,2.021084243E-1
6.313463116E2,5.984610602E-2,3.314374279E-2,-1.174395722E-1
6.313961636E2,-2.855074804E-2,-1.191358586E-1,6.021053374E-2
6.314460156E2,4.223462138E-2,7.366949484E-2,-4.234085798E-2
6.314958676E2,-5.071165882E-2,-5.796549072E-2,-1.755497861E-1
6.315457186E2,-4.509716235E-2,1.234607151E-2,7.711015642E-2
6.315955706E2,-1.782158241E-3,1.398724059E-1,1.046610671E-1
6.316454226E2,6.750957649E-2,-8.100213625E-2,-9.979150593E-2
6.316952746E2,-2.928515833E-2,1.670521189E-2,-1.653744614E-1
6.317451266E2,-1.121963374E-1,-7.271864621E-2,9.191355228E-2
6.317949785E2,-6.067619137E-3,1.133534374E-1,-2.686795592E-2
6.318448305E2,1.049720294E-1,-9.913854553E-2,-1.753866488E-1
6.318946825E2,-7.432498142E-2,9.611971946E-2,2.101875222E-1
6.319445335E2,-3.777681381E-2,-7.187707200E-2,-2.045730257E-1
6.319943855E2,-1.643111452E-2,2.935614261E-2,-2.062429905E-2
6.320442375E2,5.251804646E-2,5.779700868E-3,-1.059807837E-2
6.320940895E2,-4.378866512E-2,3.502750097E-2,-5.070822358E-2
6.321439415E2,-1.901401240E-2,-5.017564273E-2,5.199694991E-2
6.321937935E2,-1.379617643E-2,9.927439280E-3,-8.121899486E-2
6.322436445E2,2.370746277E-2,5.827609207E-3,-2.988804281E-2
6.322934965E2,-3.305091139E-2,4.517133976E-3,1.785798132E-2
6.323433485E2,-1.137352880E-2,9.942801925E-4,-5.111811340E-2
6.323932005E2,-1.246388834E-2,-1.365064471E-3,-3.869511902E-2
6.324430525E2,1.217869040E-2,-8.592565628E-3,4.407981992E-2
6.324929045E2,8.809195831E-4,1.124962721E-2,-8.585232854E-2
6.325427555E2,-4.933138702E-2,-3.274084679E-2,-2.627972603E-2
6.325926075E2,-1.212997578E-2,2.506161396E-2,3.763911188E-2
6.326424595E2,2.623927061E-2,-2.603515481E-2,-8.359588802E-2
6.326923115E2,-6.419511884E-3,-8.697941133E-3,9.639135003E-3
6.327421635E2,-2.507300690E-2,3.807862835E-2,-3.584810972E-2
6.327920200E2,1.956730518E-2,-5.680613860E-2,6.085021913E-2
6.328418710E2,-5.030363280E-2,6.197141360E-2,-4.213211238E-2
6.328917230E2,2.346502259E-2,-8.027625924E-2,-2.160838544E-2
6.329415750E2,-1.404223457E-2,7.549560313E-2,-4.752967715E-2
6.329914270E2,-1.968761165E-2,-6.915355315E-2,-2.190600872E-2
6.330412790E2,-7.741494253E-3,5.900072655E-2,1.056065619E-2
6.330911300E2,-1.662758097E-2,-5.430359426E-2,-3.328001261E-2
6.331409820E2,9.787288830E-3,4.010182663E-2,-5.574033737E-2
6.331908340E2,-4.207988944E-2,-4.613179975E-2,-3.280346453E-2
6.332406860E2,-2.406567782E-3,4.444326092E-2,1.629209697E-2
6.332905380E2,-2.105275378E-2,-2.555616050E-2,-1.948058367E-2
6.333403890E2,-2.160948180E-3,1.747797398E-2,-6.993737698E-2
6.333902410E2,-2.924718797E-2,-2.296062259E-2,5.217470527E-3
6.334400930E2,-7.830810472E-3,2.363366908E-2,-1.992029428E-2
6.334899450E2,-5.083934739E-3,-1.890851127E-2,-8.324563980E-2
6.335397970E2,-1.147516072E-2,1.624379349E-2,5.978778005E-3
6.335896480E2,-1.557288945E-2,-1.164231343E-2,-4.176958501E-2
6.336395000E2,-1.300563287E-2,7.070037466E-3,-1.843393207E-2
6.336893520E2,-5.440651439E-3,2.885484437E-3,-4.865702033E-2
6.337392040E2,-8.897671513E-3,-4.215949837E-3,1.134242892E-2
6.337890503E2,-3.025429778E-2,-1.035359167E-3,-4.582930684E-2
6.338389023E2,-5.672530085E-4,3.268305757E-3,-2.981436789E-2
6.338887543E2,-2.602705322E-2,-6.411325783E-3,-4.671399057E-2
6.339386063E2,-1.336768515E-2,1.241479000E-2,-5.267756581E-3
6.339884583E2,-8.439395986E-3,-1.187169787E-2,-6.528182387E-2
6.340383093E2,2.923242375E-3,1.478020800E-3,-2.066815317E-2
6.340881613E2,-1.432947904E-2,5.712081017E-3,-2.244629145E-2
6.341380133E2,-1.242471199E-2,1.818968290E-3,-4.835121095E-2
6.341878653E2,-7.718288116E-3,1.298483871E-3,7.934671640E-3
6.342377163E2,-2.432964306E-2,-1.286047117E-2,-6.630625606E-2
6.342875683E2,8.961625434E-3,5.274736695E-4,-2.064827263E-2
6.343374203E2,-3.005826987E-2,-1.706126165E-3,3.055404067E-2
6.343872723E2,-1.822650209E-3,-9.598469445E-3,-6.419190288E-2
6.344371233E2,-3.219904516E-2,4.805611842E-3,-4.353485942E-2
6.344869753E2,5.024293140E-3,-4.657581355E-3,-1.929581165E-3
6.345368273E2,-2.326157603E-2,5.567065501E-3,-3.605510116E-2
6.345866793E2,-4.267846160E-3,-1.448783808E-2,-4.863246202E-2
6.346365303E2,4.095024392E-3,1.290753212E-2,-3.126506209E-3
6.346863823E2,-9.729693756E-3,-1.157009575E-2,-5.327515125E-2
6.347362343E2,-2.053523865E-2,8.071711189E-3,-1.376200676E-2
6.347860866E2,4.747792929E-3,-9.702828540E-3,-4.742559671E-2
6.348359376E2,-2.729798209E-2,1.892100970E-2,-2.305206299E-2
6.348857896E2,-1.717553817E-2,-5.338101326E-3,-4.655085325E-2
6.349356416E2,-5.565818399E-3,7.177973413E-3,-3.427345455E-2
6.349854936E2,-7.300175652E-3,-1.023274616E-2,-1.781646609E-3
6.350353446E2,-2.793986019E-2,1.933932773E-2,-2.440043092E-2
6.350851966E2,-1.477993391E-3,-3.307331353E-4,-2.783040762E-2
6.351350486E2,-1.040066175E-2,5.892252917E-3,-3.696083486E-2
6.351849006E2,-1.615892664E-2,-6.221576782E-3,1.525772452E-2
6.352347516E2,-1.304133743E-2,7.795306910E-3,-5.121459246E-2
6.352846036E2,-1.029431552E-2,-1.181386982E-2,-2.726205826E-2
6.353344556E2,-8.885063455E-3,1.417539577E-2,-1.528871477E-2
6.353843066E2,-1.762917247E-2,-3.062355858E-3,-4.851785660E-2
6.354341586E2,-2.054612909E-2,-4.085636870E-3,-9.135689735E-3
6.354840106E2,-1.434055220E-2,-2.563757384E-3,-3.981603026E-2
6.355338626E2,-1.515064739E-2,5.188216176E-4,2.677440047E-3
6.355837136E2,-5.239836127E-3,-6.977518983E-3,-5.017027974E-2
6.356335656E2,-7.753590681E-3,-1.207119756E-2,1.480515003E-3
6.356834176E2,-2.335608166E-2,1.060821050E-2,-2.052840471E-2
6.357332686E2,-6.241391078E-3,-4.864856014E-3,-4.521242559E-2
6.357831250E2,-1.068140119E-3,1.498160347E-2,-2.231180549E-2
6.358329770E2,-2.566554911E-2,-6.088472684E-3,-2.830344737E-2
6.358828290E2,-1.087077789E-2,8.045380446E-3,-2.006998301E-2
6.359326800E2,-8.242125548E-3,-8.485273789E-3,-1.632659554E-2
6.359825320E2,2.670240663E-2,1.085095674E-2,-6.378435194E-2
6.360323840E2,-3.614840079E-2,3.090382751E-2,3.471082628E-2
6.360822360E2,-9.368471045E-2,-4.414483821E-2,-6.914274037E-2
6.361320870E2,3.466083258E-3,-2.849930625E-2,-1.854444444E-2
6.361819390E2,5.103449821E-2,4.145321867E-2,-5.297226548E-2
6.362317910E2,-9.641327709E-4,1.946218778E-2,-6.332651496E-2
6.362816430E2,-2.666165885E-2,1.106937309E-3,-4.836349010E-2
6.363314940E2,-2.068193067E-2,-4.432184896E-2,-1.617398322E-2
6.363813460E2,-1.235454541E-2,3.551055179E-2,-2.576341689E-2
6.364311980E2,-1.863555137E-2,-4.086902244E-3,-3.997273564E-2
6.364810500E2,8.629357405E-3,5.539985583E-3,-4.775187135E-2
6.365309020E2,-4.302308187E-3,-8.191428361E-3,-6.931055546E-2
6.365807530E2,-2.832822494E-2,5.914824083E-5,-1.960629880E-2
6.366306050E2,1.674437910E-2,8.096954715E-3,-5.223434687E-2
6.366804570E2,-2.424438335E-2,2.576146172E-3,-5.268224359E-2
6.367303090E2,-1.154262297E-2,-2.544490809E-2,-3.323148072E-2
6.367801610E2,-2.218905050E-2,8.898046101E-4,-2.064768791E-2
6.368300091E2,1.466335505E-2,4.585013298E-2,-1.276757079E-1
6.368798611E2,-1.491789166E-2,-2.393478699E-2,3.474590957E-2
6.369297131E2,-3.342802025E-2,1.140536415E-2,-6.449888170E-2
6.369795651E2,-4.168224223E-3,-1.802267181E-2,-2.767721057E-2
6.370294171E2,-5.211988762E-3,1.786547764E-2,-5.686768055E-2
6.370792691E2,-1.217152756E-2,-9.250386525E-4,-1.256800532E-2
6.371291211E2,-1.079487372E-2,-1.819439265E-2,-4.474698722E-2
6.371789731E2,-1.036163159E-3,-3.361500325E-3,-3.590482771E-2
6.372288251E2,-2.427873574E-2,-1.410362120E-2,-2.647794664E-2
6.372786771E2,-1.112297561E-2,1.265415126E-3,-6.614487290E-2
6.373285291E2,5.594177395E-3,-2.412314499E-3,-4.579480827E-2
6.373783821E2,-4.305147741E-2,-1.404264113E-2,-3.008217037E-2
6.374282341E2,-5.480302870E-4,4.941767000E-2,-3.758239388E-2
6.374780861E2,1.284063175E-2,-2.595868648E-2,-4.175964475E-2
6.375279381E2,-4.072779391E-2,2.401557906E-2,-6.494502425E-2
6.375777901E2,-2.759154886E-3,-7.623893499E-2,-2.063073099E-2
6.376276421E2,3.148798719E-3,4.844160068E-2,-8.711357296E-2
6.376774941E2,-1.337316692E-2,3.577139243E-3,-3.694446266E-2
6.377273471E2,6.278374717E-3,-1.174002131E-2,-5.893467128E-2
6.377771991E2,-2.381388210E-3,-1.980614110E-2,-3.948215425E-2
6.378270505E2,-1.936937694E-2,9.019942274E-3,-3.500026345E-2
6.378769025E2,-2.000924505E-2,-8.830074503E-3,-1.309893250E-2
6.379267555E2,2.156065755E-2,1.189612827E-2,-1.885288507E-1
6.379766075E2,5.473724753E-4,2.147443396E-2,2.715330005E-2
6.380264595E2,-1.092350516E-1,-4.011419715E-2,-6.877787411E-2
6.380763115E2,4.996555410E-3,2.325608513E-2,2.987734240E-1
6.381261645E2,-3.958707523E-2,-5.557060823E-2,-1.282306087E-1
6.381760165E2,1.080156878E-1,4.248789262E-2,-2.319771713E-1
6.382258685E2,-6.931011692E-2,-4.984582779E-2,1.224997526E-1
6.382757215E2,8.050044514E-3,7.746647112E-5,3.160829365E-2
6.383255735E2,-1.872965500E-2,-2.494396387E-2,-2.107219577E-1
6.383754255E2,-4.869707376E-3,4.612238482E-2,1.725747228E-2
6.384252785E2,-3.734974779E-2,-4.117745850E-2,-2.436476290E-2
6.384751305E2,-1.198313758E-2,-1.491136105E-1,-8.334562719E-2
6.385249835E2,5.186195232E-2,3.193710360E-2,-2.138695139E-1
6.385748355E2,-1.049414046E-1,-5.386016518E-3,2.564881146E-1
6.386246875E2,1.572027583E-2,5.272104534E-2,-1.008574533E-1
6.386745405E2,2.901772130E-2,-1.018814287E-1,-1.831786484E-1
6.387243925E2,-6.355243675E-2,2.447055182E-2,9.719534218E-2
6.387742455E2,4.019412585E-3,3.285665592E-2,-5.564327359E-2
6.388240976E2,-6.192822643E-3,-6.015236308E-3,-9.368876696E-2
6.388739506E2,-1.830902092E-2,-8.251181880E-3,-1.176459789E-3
6.389238026E2,-2.479241364E-2,1.773343106E-2,-5.385344088E-2
6.389736546E2,-5.369571224E-4,-7.559038284E-3,-6.298971534E-2
6.390235076E2,-2.246339455E-2,-4.799924511E-4,-2.526464939E-2
6.390733596E2,-1.204537388E-2,-7.489744211E-3,-4.039256573E-2
6.391232126E2,3.241550177E-5,-1.892953841E-3,-5.730563700E-2
6.391730646E2,-1.721774776E-2,-4.493544116E-3,7.357551455E-3
6.392229176E2,-2.551688366E-3,2.268267428E-3,-6.389427960E-2
6.392727696E2,-8.339445144E-3,1.673993887E-4,-3.874306619E-2
6.393226226E2,-1.681209717E-2,2.066396875E-4,-2.933548093E-2
6.393724756E2,-8.895771168E-3,9.035871369E-3,-5.313423336E-2
6.394223276E2,-5.630503222E-3,-5.468083103E-3,-2.545234501E-2
6.394721806E2,-6.578446515E-3,-1.693719104E-3,-6.092506349E-2
6.395220326E2,-5.417920388E-3,1.855562724E-2,-4.371436894E-2
6.395718856E2,-2.790474035E-2,3.288464947E-4,-2.830169320E-2
6.396217376E2,-4.641227424E-4,1.141090987E-3,-4.703617215E-2
6.396715906E2,-1.778763201E-2,6.389453541E-4,-3.372557044E-2
6.397214436E2,-3.595854901E-3,1.671497400E-3,-4.077614307E-2
6.397712956E2,1.098691821E-3,-7.895604931E-3,-5.381251037E-2
6.398211492E2,-2.306485377E-2,4.200527805E-3,-1.384386778E-2
6.398710012E2,-5.021990798E-3,1.543504819E-2,-4.543695867E-2
6.399208542E2,-2.983139791E-3,-1.311150173E-2,-4.842722476E-2
6.399707072E2,-1.109436080E-2,-1.668260875E-4,-2.792279363E-2
6.400205592E2,-1.205915138E-3,-1.023148536E-3,-3.451494455E-2
6.400704122E2,-7.445515506E-3,6.109837862E-3,-6.054616392E-2
6.401202652E2,-7.456698306E-3,-4.034948819E-3,-1.444554627E-2
6.401701172E2,-2.615751922E-3,7.607851115E-3,-5.083276927E-2
6.402199702E2,-1.035446875E-2,-8.444340995E-3,-4.363893986E-2
6.402698232E2,-2.488867342E-3,-6.321219276E-3,-4.214965403E-2
6.403196752E2,-1.207431760E-2,1.352647817E-2,-4.753844798E-2
6.403695282E2,-2.536058027E-2,-2.288521406E-2,9.747308493E-4
6.404193812E2,5.122347292E-2,-6.295783888E-4,-4.828396797E-2
6.404692332E2,-2.633878291E-2,6.234788292E-2,-7.285221398E-2
6.405190862E2,-3.110459257E-2,-5.141802988E-2,1.411050081E-2
6.405689392E2,3.255305752E-2,1.231967225E-2,-7.314457476E-2
6.406187912E2,-2.893571410E-2,7.974186027E-4,1.065596581E-2
6.406686442E2,-5.496565439E-3,-3.948058281E-2,-6.311718464E-2
6.407184972E2,2.345354743E-3,3.035592056E-2,-5.130990207E-2
6.407683492E2,1.057944037E-2,-3.178312540E-2,-4.369682729E-2
6.408182013E2,-2.388686266E-2,1.869333831E-2,-2.919222414E-2
6.408680543E2,-1.755538791E-2,1.502395924E-2,-4.592754006E-2
6.409179073E2,1.972576473E-2,1.351508524E-3,-4.399795890E-2
6.409677603E2,-2.878595229E-2,-7.135546838E-3,-3.891322017E-2
6.410176123E2,-3.078851402E-3,1.097490401E-3,-1.375382066E-2
6.410674653E2,1.372341514E-3,1.108129593E-3,-5.240274668E-2
6.411173183E2,1.427012980E-2,3.150463805E-3,-4.296241701E-2
6.411671713E2,2.094618827E-3,-4.113827758E-2,-3.127441764E-2
6.412170233E2,-1.103259958E-2,1.585042662E-2,-7.455258429E-2
6.412668763E2,8.020223714E-3,3.862360027E-5,-5.181217790E-2
